,raw,output,predict
131360,pt. ace hardaware indonesia. bencoolen mall lt 2 jl pariwisata no 1 penurunan,3,3
50042,"karya indah gal, pajaj raya, pamulang",3,2
251689,"poros palla, kampili pallangga",0,2
160098,"pandanagung gang sumur bede, 62372",0,2
7273,"percet day print, arkadia, larangan",3,2
19859,gg. h. bun kayuringin jaya bekasi selatan,2,2
248192,bar jaya xvii 45 baratajaya 6 gubeng,2,2
28415,"western union, siliw, kesenden kejaksan",3,2
35161,"batu makmur mul pt, blim indah sela vi, purwodadi blimbing",3,3
117631,raya raja rajadesa rajadesa,2,2
145499,"bank mand, raya bogor",3,3
101149,haji taif no 34 bambu apus pamulang,2,2
283653,"yayasan cantika dha, pon kel 5b,",3,2
176964,gel 34 pesanggrahan rt 5 rw 6,2,2
72321,"akr tower. jl. panjang no. 5, pt. nusantara compnet integrator, office tower 8th floor",3,3
131898,alun alun desa cipeundeuy,1,1
12025,"pras cv, cokro,",0,3
63432,"sido sari warung bu lastri, kamp baru, 34 35562 natar",3,3
64175,"pt. shica jaya sent, pakis kem, pakis",0,3
107588,mt hary 10 cipeujeuh wetan lemahabang,2,2
152450,klampis ngasem man tirto viii 23 rw 7 60116 sukolilo,2,2
97872,sopo del tower lantai 30,1,1
269009,"pom mini, raya cika cima, cimanuk",3,3
123889,mawar ungu no 6 sukabumi mayangan,2,2
205875,sd neg nalui 2 jaro,1,1
24714,sul agung bantarjati kel. bogor utara - kota,2,2
266406,"gina bus, p hida tembilahan hilir tembilahan",0,2
233642,bonak kebondalem purwakarta,2,2
137143,"pol tayan hulu,",0,2
143950,kantor desa paris bugis sei burung segedong,1,1
61707,"siam mot inter pt h, ked kuta selatan",3,3
100141,"toko neo panent micro partner, pakualaman",1,1
1423,sumur band 3 no 49 harjamukti cimanggis,2,2
100132,gg. maw tanjung morawa a tanjung morawa,2,2
133839,"toko mas al bara, banda ace ingin jaya",3,3
65704,"jl.ki, 54 kebon gedang batununggal",2,2
285076,"jl.jembatan pahlawan, paud nurul iman,senimpik,siulak mukai,kerinci,jambi",1,3
66540,wonokromo wonok tangkis no 102 3 60243,2,2
297974,jawa kranggan prajurit kulon,2,2
230712,"flamb, duren tiga pancoran",2,2
113542,ter 3 cengkareng timur cengkareng,2,2
147463,cihid yudanagara cihideung,0,2
84464,gg. swak 3 19 kota baru pontianak selatan,2,2
26446,pulo brayan darat ii jem no 22 medan timur,2,2
299550,"air minum isi ulang anke jend, nges timur v dalam i sumurboto banyumanik",3,2
265909,"nak, 10a house of aa, denpasar barat",3,3
213409,jombang komp villa bint indah no 4 ciputat,0,2
217614,"bank bni, pet, purwodinatan",3,3
113401,"aso-, 14 pancuran kerambil sibolga sambas",2,2
90957,"kawasan industrijl.daan mogot km.19,8 pt.siusco persada mandiri blok d no.3",0,3
227360,"raudh athfal mift hidayah padarek, kuningan",1,1
75306,h. riwan ii kunciran indah pinang (penang),2,2
86721,perum bin per curug,2,2
167416,tengkerang utara beng 21 bukit raya,2,2
266450,aspol spn batua kel tello,1,2
297729,kp.lebak jero rt.1 rw.11 dsa.cihareng kec.nagrek bandung,1,1
225724,"raya kara, 8-24 karangnangka kedung banteng",2,2
92901,"aulia, pasar blang pidie",1,1
72517,"giri mekar indah, d 8 kober insan kamil,",3,2
272758,bank negara indonesia cemp putih ten xxx,3,3
61315,nga tirto iii 48 ngagelrejo rt 5 3 wonokromo,0,2
73721,"masjid al muhaj griya permata cisoka griya perm cis, cibugel",3,3
71577,"pasar prabumulih jend turno, no 43 prabumulih utara",2,2
164096,kart no 39 depok rt 3 9 pancoran mas,2,2
124877,"sin, 47 nagri tengah teras alfamidi situ bul purwakarta",3,2
9655,gg. krida indah 40a pasiran singkawang barat,2,2
13620,"banyudono toko watik, soek hatta, 271 63411",3,3
74754,mulyorejo dhar ind vi 36 rw 8 mulyorejo,2,2
26918,cilin kel 32 rt 3 3 cilincing cilincing,2,2
275756,mas jamie nurul huda binong,1,1
156466,"bengkel motor & mobil arya jaya motor, pang tirta, suka bumi sukabumi",3,3
184271,"kios reza, bos sela,",3,3
227886,sem waru medokan semampir 2,2,2
196926,sangku 68 rt 11 1 ujung menteng cakung,2,2
108072,kerobokan kelod batu belig 10-x kuta utara,2,2
103266,raya bogor 407 cibinong,2,2
245093,duren mekar duren sari 69 16518 bojongsari,2,2
283766,ant dalam 106 jatimakmur 19 pondok gede,2,2
28143,"jl. jend sudi boepi, 93127 kendari",2,2
35982,raya mayor oking jaya atm 9 ciriung posts cibinong,3,2
127903,"manggar bank rakyat indonesia, mulawarman, 76116 balikpapan timur",3,3
271329,del raya no 65 tanjung duren selatan rt 6 5 grogol petamburan,2,2
31949,salak 8 24 3 pamulang,2,2
212706,bakti karya 51 rt 7 rw 11 petukangan utara pesanggrahan,2,2
126550,"emb treng, no 25 sura basecamp, rw 3",3,2
163193,toko tas ulfa,1,1
146218,cigereleng gg. moh. ram 31 regol,2,2
168120,komplek polri cipinang atas blok j no. 11 rt.013 rw.05,1,1
288946,lint treng iv pedurungan,2,2
21379,"zona games, mata, peterongan",3,2
137528,"yaya pendid ketram glo, jend ahmad yani, kota raja",3,3
132329,mangunsari wisnu 7 sidomukti,2,2
58841,"gudang grand mau, raya manado-",3,3
10294,lapa ben 32 2 benowo pakal,2,2
42544,"yaya pondok pesan hidayah, sul iska muda kampung baru baiturrahman",3,3
172273,"pkl ibu wulan, batas kam, kampar",3,3
204723,"dimsum beat sum, tent pela kebayoran lama",0,3
48980,"baso tete es teler oyen kem raya, bangka",3,3
33452,"dr. mesak sule, spb imam bon,",3,3
280574,"raya kete, ketewel sukawati",2,2
153190,morosunggingan ko h ism rt 1 1 peterongan,2,2
244258,"pemakaman umum yaya sejah sungai ban, cen i, sungai liat",3,2
145542,simpang pasar lama belakang puskesmas pusat kemalo abung abung,1,1
157761,"pendawa jl. raya kajen, lebaksiu",2,2
63359,kebon bawang swa timur xxiv 32-34 4 14320 tanjung priok,2,2
131885,"jelambar baru jela sela 5, 38a rt 1 11 grogol petamburan",0,2
34729,"topaz, galur kel. johar baru",2,2
96041,"maul hasan, no b2 22 wahana",3,3
184762,"chigues coffee and uni, osama sidorejo lor",3,3
286599,truno 52 dr. soetomo 17 tegalsari,0,2
15781,cireundeu gun indah v no 50 11 15419 ciputat timur,2,2
60398,"war marmin dan mie seuhah (martabak mini), letj s. parman, no 3",3,3
137288,"kel sawit, tengkerang selatan kel.",2,2
94753,"somet fish, pluit putra, penjaringan",3,2
187000,peusa blang cirih,2,2
76734,bendul merisi ben mer ix 12 rw 8 60239 wonocolo,2,2
111202,palm timur 3 22 harapan mulya rt 1 11 medan satria,2,2
113375,"pulo raya, 9 lebak gede rt 1 4 pulomerak",2,2
169605,tegal panggung tegal pang no 31 danurejan,2,2
134796,must b2 no 1a sukawarna sukajadi,2,2
148755,"smart heart pet shop bush, gad tanjung priok",3,3
56163,"anugerah net, sisin",3,3
36821,"komp depag, bampu apus 15415 pamulang",3,2
166283,"maju bersama tek, war pojok, no 51 rw 4 semanan",2,3
61174,"kak cafe, jua, no 105",0,3
234946,"cem kuta, percut sei tuan",2,2
290952,warung monggo kerso mbak mis depan spbu lontar lidah kulon,1,1
229863,selapajang jaya raya no 46 neglasari,2,2
234274,"toko obat dan kosmetik, pahl kedaung",0,3
267871,kweni 9b rt 1 13 kebayoran baru,2,2
55709,"mabes tni au, jatimurni pondok melati",2,2
50315,"bonek executive indon bor, ami syu, samarinda kota",3,3
225054,"perum griya mahkota, ikan wader pari 68418 banyuwangi",3,3
182513,suka sari rt. 39 rt 39 36126 jambi selatan,2,2
57364,jln.way sungkai komplek besi baja no 04,3,3
226951,"gatot subr, samiroso bakso koyor telur puyuh, bulu",3,3
214591,arg 160 bausasran,2,2
219050,mitra bukal jual hp keli keling,1,1
229845,pulo gebang gg. h.ke no 8 rt 4 16 13950 cakung,2,2
293657,"asrama pasca unida putri. samping roya mart, jl. solo - sragen no.km, dadung, sambirejo.",3,3
205651,petukangan utara angg no 103 rt 1 5 12260 pesanggrahan,2,2
199578,"x mass, mel genteng",3,2
52126,amanah laundry vete no 33 57511 sukoharjo,3,3
60022,perum bumi gemilang c_30,1,2
244095,"mojoroto gg. vii barat, 38 64112 mojoroto",2,2
160678,"toko lulu, parigi 49",3,3
140592,"pakis pakis sid iv, no 4 rt 2 7",2,2
16855,"jati pad raya, pasar minggu",2,2
248862,"toko sayu, perum bida ayu pintu 3 mangsang",3,3
81961,"pelangai pad - muko-, 46 25666 ranah pesisir",2,2
23323,"solid z #13, negla, ujung berung",3,2
124450,sd muhamma 1 turangga,1,1
112253,majjelling pacc 13 91611 maritengngae,0,2
172962,"pt nur jaya gasindo, let yusuf, babakan kalimanah",3,3
263634,kelur pang gang 23 tegal timur,2,2
243167,"perumahan wahana cikarang selatan blok f13 no.18, sukadami",0,1
129203,"toko bumi satu grosir cab suko hasan madi, sukodono",3,3
42162,"dok gigi stanley halim, siliw, cikole",3,3
232396,"makasar kerja bakti, 69 rt 1 2 13570 makasar",2,2
82633,cen 3 212 depok jaya,2,2
102864,"madrasah ali swa islamiyah syafi', karang anyar paiton",1,3
209821,"gd store imam bon, belakang pondok padang selatan",3,3
261636,"haji iming, no 61a beji kel.",2,2
254404,"beladiri tak bim per, bimo martani ngemplak",0,2
4157,tar jaya ii serdang kemayoran,2,2
219793,"batu selicin jl. merp, 136 lubuk baja",2,2
49691,"pele indah 1, pele indah 1,",3,2
88347,kead ii 56 rt 9 4 11220 taman sari,2,2
221164,"suma, no 222b war design dan cetak printing,",3,3
148254,jl. stasiun senen no.14 (masuk ke bagian customer service stasiun pasar senen),3,3
166189,restoran altahrir plaza festival jl hr rasuna said kav c-2 no.22a samping bakso bujangan,3,3
13492,"city suite, no km 108 kope serba usaha tama sejahtera,",3,3
38088,"cibu, 37 cibuntu rt 2 8 cibitung",2,2
59338,raya pawi 40,2,2
21772,"war askuri desa windu,",3,1
113090,"kamp boj, 199 rt 6 4 bintara bekasi barat",2,2
260492,"nasi gurih pak zul pluit kar jel, penjaringan",3,3
123598,katangka sye yusuf 46 somba opu (upu),2,2
279962,nusan 4 condong singkawang tengah,2,2
152815,"sela pulau, no 5a sitirejo ii kel.",2,2
61499,"pacific coll sam ratul,",3,2
62657,kali baru timur vi a kali baru cilincing,2,3
158517,rawabadak utara rawa i 34 rt 1 3 koja,0,2
56028,jl kejak raya 18b rt 4 5 pondok bambu duren sawit,2,2
165621,"penajam prop, 247",2,2
54365,"warung bulik, sawo gondangdia",3,3
115617,"lebdo raya, kalibanteng kulon kel. semarang barat",2,2
278647,ali 1 rt 6 24 kaliabang tengah,2,2
293285,"petompon sukma, gundi rw 3 50237",3,1
142525,gang eka daya,2,2
74596,"desa pangrumasan, cisompet",1,2
9976,"pon cipta raya, no 29 bekasi barat",2,2
200236,ngestiharjo yog - wates 77 kasihan,2,2
242314,jln.gurun laweh no 7. jembatan ujung tanah.padang,1,3
195846,utan kayu raya 38a rt 4 7 13120 matraman,2,2
64295,"bet hera, chai anwar,",3,2
265860,"kost putri puri yasmin kolonel ach syam, jatinangor",3,3
180386,"prak dokter herleny sesty, inspe marz, 20 ilir iv",3,3
164886,"peri, 1 sarijadi",2,2
197633,"adi oli toko, brig kata 97 55121 gondomanan",3,3
184415,perumahan wahana cikarang blok d5 nomor 1 rt 11 rw 09 desa sukadami,1,1
227283,"sma neg 107 jaka timur,",1,3
172764,mang no 99,2,2
242882,sandat no 49,2,2
131923,"dip, no 35 dira motor langkai",3,3
40755,heavenland park blok i no 1 candi sidoarjo,1,1
298252,"djaya baru, bandung no 5 20118 medan petisah",3,2
247801,maleber r. e. mar 52 46211 ciamis,2,2
204467,tpq al manaar pasir nan tigo,1,1
53558,boj semp gede cilebut barat sukaraja,2,2
96836,"ib auto, pap, regol",3,2
30519,"cleaning serv sema, jatingaleh",1,2
85579,"kalid per, 26-27 rt 6 14 11840 kalideres",2,2
102556,bpr gamon pt ment raya kebon sirih,3,3
207868,"bakso solo pak giyo jati,",0,3
11673,"mie ayam mba mell, muj pasar minggu",3,3
163767,imam muna tengkerang labuai bukit raya,0,3
223264,ngam no 21 sukatani ngamprah,0,2
181519,gedung bappebti lt. 4 jalan kramat raya no 172 kenari,3,3
21915,brig sut no 1,2,2
65825,kp.tanjung burung rt.011 006 desa tanjung burung,1,1
188700,simpang baru kel. ban sakti no 7a tampan,2,2
97645,gg. viii 8 61326 prajurit kulon,0,2
96286,ketawang banyu ii 102 65174 gondanglegi,2,2
24155,senen jl. senen raya 16-17 aa 2 10410 senen,2,2
264262,toko b siami sumberejo gedangan,0,3
104100,"loket pembayaran online, kam, lempuing ratu agung",3,3
25405,gg. laks 1 no 19 kebonwaru batununggal,2,2
149291,"cipinang kel. bekasi timur raya, 10 rw 9",2,2
295958,"bengkel las pak doel, r. a. kart, ambarawa",3,3
124583,"bapp lombok tengah, desa sema,",3,2
40257,puri budi asri 8a cihanjuang parongpong,2,3
289422,"arjuna finance. pt soek hatta, no 575c",0,3
218352,"ger katolik st. hel perm kasih, 14 binong",2,2
235824,institut teknologi indonesia . jl. raya puspiptek serpong-muncul rt rw : 015 04 desa: setu,3,3
81888,magn i 23 rt 4 5 panggung rawi jombang,2,2
242057,tanjung aman man besar no 18 34514 kotabumi selatan,2,2
128032,bin per 3 suka bakti rt 5 9 curug,2,2
152407,"speed jalur 3, sungai musi bawah jembatan ampera",1,1
141883,"warung deddy manik, kuta, laubaleng",2,1
281924,"toko sela, dr. cipto mangunk, sudimara timur",3,3
267376,merp 239 banguntapan banguntapan,2,2
198331,"aneka regalindo pt, raya kema, trosobo taman",3,3
152392,kb anak bangsa ngunut playen,1,1
29098,"rumah cuci kiloan hokky, gad fajar, buduran",3,3
298723,mindi raya rt.1 rt 1 sumberagung jetis,2,2
109141,kru 2 sukaresmi delta sili 1 cikarang selatan,3,2
24672,quaker oats asia inc kebon jeruk,1,3
120894,"ran indah, no 66 2 12530",2,2
119729,"money changer sentralindo sara, lawangirung",3,2
274989,"kamp sawah wit, kembangan utara kembangan",2,2
224500,"kali raya, antapani kulon kel.",2,2
109961,buana impian 2 blok wish a no 31,1,1
202761,car bhuw sela xi jurang manggu timur pondok aren,2,2
105804,ni made rini gajah mada 117 denpasar barat,3,3
277572,malaka jaya jl. wij kus peru klen no 1 rt 7 6 duren sawit,2,2
276378,"simp darmo per selatan ii, no 32 rw 8 pradahkali kendal kel. dukuh pakis",0,2
73459,"pundi fusindo pt, imam bon,",3,3
182846,byp ngu rai no 470 pt. asuransi msig indonesia,3,3
34289,"kud, 81 sudimara timur rt 1 5 ciledug",2,2
238146,bencongan indah pasir ra no 33 11 15810 kelapa dua,2,2
107682,bkr ling sela 91 ancol regol,2,2
19977,"beng mobil umum aries motor pahl, duren jaya",0,3
73085,"pejagalan perm, 11abcd rt 4 7 penjaringan",2,2
287821,"toko ikhsan berkah, kir gar, no 25 cibeunying kaler",3,2
120194,sekel barat 59 batununggal bandung kidul,2,2
225560,jl. cipta yasa 01 42182 ciruas,2,2
114549,kopo maja no 11 cikande,2,2
260539,"tk euis yuyu, cipa sapan,",3,3
65409,pon pesantren samahani,1,1
6744,ganjar agung salon mb ani,0,3
157263,hotel bamboo inn samping rs harapan kita jl.kota bambu selatan no 9 rt. rw8,3,3
184857,"sdn cangkuang 11, cigur, 40353",3,1
104551,"raya ple, no 9 sekolah mene pertama (smp) negeri 2 weru, weru kidul weru",3,3
128902,"munjul semar, 72 rt 12 2 cipayung",2,2
28192,"toko damai, raya ijen no 22 wates magersari",2,3
143605,darmo ham fans no 9 rt 7 9 60241 wonokromo,0,2
191377,"kpp pratama makassar selatan, gedung keuangan negara i lt. 1, jl urip sumoharjo km 4",3,3
125780,jemb utara kebayoran baru,2,2
187658,"rumah ter mastakaraga, pakis raya, no 2 17148",3,2
47019,"raya neg ratu, negara ratu kel.",2,2
228232,"rawa indah, no 23 sekret stie tribuana, bekasi utara",3,2
166034,gg. must 3 no 15 pangkalan masyhur medan johor,2,2
277628,"kerta indah ten vi, 22 rw 9",2,2
83641,"jalur 4,,rt  rw 07 04 desa tebing karya mandiri,kecamatan mesuji timur,,kab mesuji",1,1
164794,"bakti pramuka, kamal kel.",2,2
259729,merd 48 19 ilir bukit kecil,0,2
276945,i bina 39 sioldengan rantau selatan,0,2
255766,cot kumb kel. baktiya,1,2
259321,"tegalluar warung nasi tegal abadi, sapan 39",3,3
175809,"cuci motor chu uchil raya gesi-s,",3,3
286234,"anisa tai, puri nirw i,",3,2
243424,"agung serv electr, adi sucipto langke rembong",3,3
172114,"batu ampar abdul haris, raya bogor no 17 1 17411",3,2
172761,mustika jaya must jaya 109 rt 2 11 mustika jaya,2,2
165651,perkebunan wawona tambala,1,2
130015,pt param interna indu raya 3 cikupa,3,3
81842,jl. bukit sari raya sumurboto banyumanik,2,2
93058,"ki mak, no 29 bengkel las waspada, muara ciujung barat",3,3
258261,h. ja' 3 kebon jeruk rt 6 11 kebon jeruk,2,2
31742,"jayamukti anoa v. a, 121 rt 2 8 17530 cikarang pusat",2,2
38085,peri kemerd 246 karsamenak kel.,2,2
34304,atp group kapuk kamal raya,3,2
251244,gg. kedon 46 batujaya rt 5 rw 5 batuceper,2,2
174781,raya mal - sura 25-27 lawang lawang,2,2
220066,"dok raja f, raya rajeg,",3,2
232741,gg. ii no 51 rt 16 8 11480 palmerah,2,2
210904,"bro sawah vi a, tambaksari",2,2
6090,pang hida 91 sawah gede,2,2
176114,pt visimoda andalan ruko lodan raya,3,3
52939,"smp negeri 31 bandung, bin jati",3,3
12601,sawah barat dalam ii 409 pondok bambu rt 1 rw 6 duren sawit,2,2
228919,"watu gajah, jelok",1,2
136544,"melem, 18a tengkerang barat",0,2
121474,"jeeco fried chic, jati utama raya",3,2
230848,nuri 48 rt 8 3 cipadu jaya larangan,2,2
121198,"bengkel mobil truck, tegalontar",1,3
79663,"alami agro industry. pt, saman medan maimun",3,3
282538,"pangk baru, no 21 toko mas cemerlang rw 1",3,3
14634,lidah wetan lidah wet gg. viii 6 4 60213 lakar santri,2,2
42179,flamb atas no 8 songgokerto batu,2,2
121824,"putra slawi, gand, tegal barat",0,3
144976,kl yos suda m a b a r medan deli,2,2
249167,"dukuh bulak banteng ii, no 13 rw 1",2,2
125202,"kencana ungu r. a. kart,",3,3
60633,"andi pang pettarani, no e 19 ud. ina, buakana rappocini",3,3
244426,"waroeng kr one, cipinang",1,1
163362,"cah indah berl metl trans, cileungsi",2,2
225504,kamal kel. kamp rawa bebek no 92 2 kalideres,2,2
243981,"nevan motor, baron wonosari",3,3
106215,wonokusumo wono teg gg. ii 16 2 60154 semampir,0,2
192340,bek barat dalam 26 b rawa bunga rt 4 8 jatinegara,2,2
225777,"gereja untung sura, lin sumatera-kotabumi,",3,2
194200,"krasak raya kra, 3 3 59462 pecangaan",2,2
159456,metl tra no 57 cileungsi cileungsi,2,2
173057,raya keman rt 01 01 rt 1 53381 kemangkon,2,2
16201,"apel iv, no 75",2,2
168213,sumberwatu heritage resort abhayagiri restaurant,0,2
282763,"haji a w syahr,",2,2
190106,balai desa utara 26 rt12 rw04,2,2
220525,"jatirahayu chan raya, 27 rt 9 16 pondok melati",2,2
26964,fp one maka gun bawakareng pisang utara ujung pandang,3,2
169487,"joglo mer sela, 5 rt 7 1 kembangan",2,2
221681,masjid silatu raya kalima,3,3
85302,"the savia blok f1-23, jalan ambon, nusa loka",3,3
159299,titi papan depo 44 medan deli,2,2
48025,"mgo travel cirebon vete,",3,2
87590,"haji ilyas, cakung timur cakung",2,2
93864,"loceret raya ked - ngan, 100 64471 loceret",2,2
119605,agus nasa gentansari,1,1
84904,tukad panc gang v panjer kel. denpasar selatan,2,2
210999,"commercial area, ruko buah batu teru buah batu no 11 bandung kidul",3,3
189352,"warung dua saudara singgah kudai ir sut, tanjung bintang",3,3
159711,mampang matoa i 3 16433 pancoran mas,2,2
44324,"foto salon keta, tanjungpinang kota",3,3
10383,"gudang srg jombang perak, raya perak-jombang,",0,3
36971,"hanj,",0,2
106913,wijaya kus i 6 clus asia rt 2 6 pinang (penang),3,2
254974,"manyar sabrangan kkp dan kja danny wibowo, man tirtoyoso, no 109 5",3,2
243302,"prima poly jaya. pt, kawa indu daan mogot",3,3
208251,"war pangkep, sula",3,3
182195,med per medang pagedangan,2,2
40719,arraw sumur melele teluk segara,2,2
256784,"pun ii, 225 jaticempaka rt 2 12 pondok gede",2,2
289655,pete sid gg. iva 5 8 petemon sawahan,2,2
17407,melan sire 100a sukamaju siantar marihat,2,2
58254,tel elok 66 harapan baru rt 5 13 bekasi utara,2,2
180749,"cv cahaya mand, bek raya, cakung",3,3
247175,kota bambu utara kota bambu utara iv 24 rt 10 4 palmerah,2,2
183184,lebak tim kav iii no 12 gading 10 tambaksari,2,2
10524,maju jaya laun and dry clea pangr ii pondok gede,3,3
101152,bojong renged raya no 1-2 teluknaga,2,2
162888,"cluster puri kencana blok b no.1 jln. irigasi sipon, rt 001 rw 04 kel poris plawad utara",3,0
3395,"pesona band, bkr, regol",3,2
167954,simalingkar b bunga rampe raya 88 20356 medan tuntungan,2,2
264950,"dok wahi shd, gg. 28 baru 10 randuagung kebomas",2,2
158638,limau manis selatan mel 142 25157 pauh,2,2
268081,"asrama mahasiswa its,jl.teknik elektro,keputih,sukolilo,surabaya kota ,jawa timur,60111",3,3
21168,"samuh hill residence, 80819",1,1
125336,pt mutiara bunda jaya mesuji,1,1
118773,islamic elementary school of al-a 9 bojong rawalumbu,1,2
191783,lin timur way dadi sukarame,2,2
147798,pulo benda iii 9 7 12160 kebayoran baru,2,2
150949,"wisata bukit mas 2 - louvre - i1 17b, lakarsantri, surabaya",1,1
291541,"mayor oking, no 31 tb gilang jaya-ho puspanegara",3,3
248548,ikan tom ten 9e tunjungsekar lowokwaru,2,2
25788,"smp it nurul arif salam, m. wij praja, no 8 46129",3,3
157482,perumahan tunas ilalang no.17b kerabut kel. jerambah gantung (belakang sd 44 kerabut),1,1
154258,menk taba jemekeh lubuk linggau timur satu (i),2,2
21580,gg. h. syat ulujami rt 1 3 pesanggrahan,2,2
257433,"terminal saparua, tiouw, saparua, central maluku regendy, maluku.",1,1
31184,resi site iii 8 surodinawan prajurit kulon,2,2
116760,"komplek mimpi resort, jl.bukit permai jimbaran,kecamatan kuta selatan, kab,badung bali",3,3
237249,ranotana laut aru no 32 95116 sario,2,2
71330,kamp kera 25 panaragan rt 6 1 bogor tengah - kota,2,2
38163,"ketier galery, kebayakan",1,2
208342,"kan bupati halmahera ten, weda",1,3
119578,"kelurahn. tambak osowilangun ( tambal ban depannya pabrik makai cold,sebelah warung pojok)",1,1
273066,pegangsaan dua raya kel nias 71 rt 27 12 kelapa gading,2,2
36348,"kuti utara iic, 10 kutisari 2 tenggilis mejoyo",2,2
238485,kota bambu utara nn 20 1 11420 palmerah,2,2
14841,ciakar reb panongan,2,2
119922,kantor dinas penanaman modal dan ptsp. jl raya puputan niti mandala 80239,3,3
248810,kata 2 12 rt 5 12 babelan,2,2
210106,"ma al manar tanjungtani prambon,",1,1
243478,"cafe shoo, gatot subr sei sikambing c ii",3,3
129608,bumi kota indah 2 pangulah utara,2,2
273348,dekat jembatan kuning,1,1
107405,"mes at-t, 12 rt 3 rw 2 kembangan utara kembangan",0,2
43679,kinibalu 55 sidanegara 12,0,2
206135,"pits coffee,",1,2
216172,dip darmo kel.,2,2
187507,"sd negeri mejing 2,",0,1
159369,cawang dewi sart 296 rt 4 5 13630 kramat jati,0,2
293017,maricaya baru mon lr. buntu 47b rt 1 rw 2 90142 makassar,2,2
261337,"let supr v 61 pon pesantren dar el-wihdah, sragen",0,2
123920,ds. banyumas asri bk 3 (dekat sd muhammadiyah),1,1
130475,"sinar abadi aluminium dan glass, gun sari indah,",3,3
294314,gun sangh 168 kerobokan kaja,2,2
168027,kol 29 halim perdana kusumah rt 3 rw 13 makasar,2,2
222441,"kali baru barat, cilincing",2,2
195201,"pala, 14 kuripan kel.",2,2
156889,"smk al masthu suka, tipar, 107 tipar",2,1
108250,"kame, 15 jatirahayu rt 6 4 pondok melati",2,2
133240,puskesmas kamal ii 3 kalideres,0,2
20303,"pasar kra, 29 ud. cipu makinto rw 4",3,3
269787,"ling esb malang, teru kawi",3,2
204647,"teluk bayur, no 49c mama kitchen, rt 10 rw 10 pejagalan",3,2
79761,tanete jln jambu,2,2
233366,kampung warung jengkol(belakang hotel dariza) rt05rw 013,1,1
289893,"bank buko, kart,",3,3
281346,jl. pr.tu pusuh tanglad nusapenida,2,2
99068,"ciherang kaum,desa ciherang,rt05 10 nmr h.1 (perumahan arta bina ciherang)",1,3
208248,jl. pattimura no e9 perumahan lotus residence,3,3
257463,gg. mad 55 rt 3 1 17117 rawalumbu,2,2
96810,pem 8 iringmulyo metro timur,2,2
182937,"spg tar bakti, kioa aska,",3,2
268367,mts swasta cendekia mus,1,2
284705,gg. xii wonokusumo semampir,2,2
298435,mast no 73 kebraon 5 karangpilang,2,2
230172,sukahaji jam no 145 40221 babakan ciparay,2,2
166904,"selat saga, 4 remu selatan sorong manoi",2,2
246273,"grand itc perm hijau jl. alt perm hijau, north grogol kebayoran lama",3,3
240267,"de latinos, cluster hacienda mexicano c9 9, kota tangerang selatan, setu, banten, id",1,1
9020,"raya jogya solo, masjid, ceper",3,3
60672,kupang krajan banyu urip 142 rt 11 6 60253 sawahan,2,2
20972,pegangsaan dua gading asri v rt 4 18,2,2
186579,"hasanu bank syariah mandiri,",3,3
56188,"estetica belle, taman tamora ruko no 2, jalan raya semat, canggu. bali",3,3
15288,nn music stu,1,2
67901,perumahan maldives garden. blok. d 5 jln. kampung pulo. sumber jaya. bekasi,3,3
86643,"mi swa plus el hurr ki hajar dewantara, simpangan cikarang utara",3,3
288087,balai rak no 47 pondok bambu rt 12 1,2,2
219394,"toko karunia al-manar mayor bismo,",0,3
145960,pasar ambacang dur tar 8 kuranji,2,3
97025,"raya lin no 202 ar-rohmah barbershop,",3,2
178440,"ibu mul, lang sasat dalam taliwang",3,3
76902,gang kali weleri rt 4 5 weleri,0,2
295843,"trihanggo eni's broiler,",1,2
187052,jati rumah gad 37 jati padang timur,2,2
248148,"pamulang timur kel. ang iv,",2,2
293086,"toko cahya, 41273",1,1
22395,"hang tuah 8,",2,2
182915,"sate mak utiah imam bon,",0,3
219705,kia 18 leles,2,2
73124,babakan pasar kamp pulo geu 29 rt 2 4 bogor tengah - kota,2,2
59378,"dah, ciputat",2,2
14631,"madr ibtida swasta (mis) yapa kombang baru panti- sumut, panti panti",3,1
113789,"grha trubus bina swadaya, jl. lembah hijau, rt.001 rw.7, mekarsari",3,3
170199,janur kuning residence. janur kuning 7 blok wm2 no 16,1,1
76364,"majlis ta' muta'alim, raya,",3,2
128011,pep iv no 67 depok jaya rt 10 3 pancoran mas,2,2
36537,"b 008, kebon jati no 4b rw 2 10250",3,3
262302,celep has 48c sidoarjo,2,3
216302,lapongkoda sula 51,2,2
271584,"enduro express, raya bebe,",3,2
111461,yoko vcd toko 1,3,3
168681,jl raya jogoroto no 118 jogoroto jombng (lapangan jogoroto ke timur),3,3
278255,padurenan dur xviii 36 rt 4 5 16340 mustika jaya,2,2
51596,kost jogja tamantirto,1,3
26473,"sreng raya, no 32 rumah makan pad upik 1, rw 2",3,3
52514,ban gembor rt 2 7 periuk,2,2
115980,war supra patokan situbondo,2,1
174919,raya ngin no 30 rt 1 3 baratajaya gubeng,2,2
35699,"aziz,",1,2
20916,"lidah kulon zam lidah kulon iii, 5 8 lakar santri",2,2
137018,"perum depok maha, no m3 20",2,2
120997,"jl. jend ahmad yani, 11 gunungsari ilir rt 55 balikpapan tengah",2,2
38511,"kedaleman iv kota cilegon pon cile indah, cibeber",3,2
277997,hasan no 10 penggilingan rt 13 4 cakung,2,2
