entity,predict,output
POI,sdi banta-bantaeng i,sdi banta-bantaeng i
POI,dpd asperindo jember,dpd asperindo jember
POI,mm col,mm col
POI,sman 78,komplek pajak
POI,star box,star box
POI,ba mie tahuna,ba mie tahuna
POI,h. da'ih 37,wanamulya 8
POI,queen cell,queen cell
POI,mood booster shop,mood booster shop
POI,krakatau,krakatau
POI,durian kadap,durian kadap 2
POI,masjid barkah,masjid barkah
POI,rusun tanah abang,rusun tanah abang
POI,grand wisata,grand wisata
POI,perum kotabaru permai,perum kotabaru permai
POI,galeri ellmas lia,galeri ellmas lia
POI,adhika darma sejati pta,adhika darma sejati pt
POI,tb. mandiri,tb. mandiri
POI,way tuba,way tuba
POI,epa. ud,epa. ud
POI,perumahan bayur sarana indah,perumahan bayur sarana indah
POI,bk 3,bk 3
POI,peta park,peta park
POI,toko kiki,toko kiki
POI,gading riviera 1,gading riviera
POI,vape store,vape store
POI,afara wedding,afara wedding
POI,pizza ndezo,pizza ndezo
POI,toko mekar sari,toko mekar sari
POI,sila,sila
POI,warung mas solar,warung mas solar
POI,so3,so3
POI,jero menuh,jero menuh
POI,abadi 1,abadi 1
POI,majelis dikdakmen pdm,majelis dikdakmen pdm
POI,bakso tengkleng mas bambang,bakso tengkleng mas bambang
POI,komplek amerta,komplek amerta
POI,ds.lubuk rukam,lubuk rukam
POI,toko aneka plastik,toko aneka plastik
POI,pasar kencar,pasar kencar
POI,warung makan iii,warung makan
POI,toko maskartika putri,toko maskartika putri
POI,binanga. cv,binanga. cv
POI,mw car wash,mw car wash
POI,rm rio,rm rio
POI,national bank,national bank
POI,go games,go games
POI,mampang prapatan raya,mampang prapatan
POI,sea mitra,sea mitra
POI,yan akar,yan akar
POI,stan guslie garden,guslie garden
POI,apsa advertising,apsa advertising
POI,lims barbershopshop,lims barbershopshop
POI,interactive computer,interactive computer
POI,ipan tailor,ipan tailor
POI,jaya imperial park,jaya imperial park
POI,mbak ning,mbak ning
POI,ktp tour,ktp tour
POI,ajat cell,ajat cell
POI,villa gunung lestari,villa gunung lestari
POI,toko sembako,toko sembako
POI,stasiun legok,stasiun legok
POI,alap sticker,alap sticker
POI,beet get factory outlet,beet get factory outlet
POI,yopi kaca,yopi kaca
POI,kampoeng kalapa,kampoeng kalapa
POI,kost d'brata,kost d'brata
POI,aneka buah,aneka buah
POI,monggo laundry,monggo laundry
POI,axel dekor,axel dekor
POI,graha sampurna,graha sampurna
POI,rujak n soto sabreng sumenep,rujak n soto sabreng sumenep
POI,taman wilis,taman wilis
POI,sampang,perum griya samp per
POI,musholla al amin,musholla al amin
POI,selaras,selaras
POI,vikko salon,vikko salon
POI,lion air group,lion air group
POI,masjid baitussalaam,masjid baitussalaam
POI,perumahan gerbang kencana,perumahan gerbang kencana
POI,masjid nurul islam,masjid nurul islam
POI,bu.war bakso,bu.war bakso
POI,july tupperware,july tupperware
POI,toko rahayu,toko rahayu
POI,meong luqay,meong luqay
POI,selen aik,selen aik
POI,one net,one net
POI,stasiun wates,stasiun wates
POI,rusun cinta kasih tzu chi,rusun cinta kasih tzu chi
POI,sd ketro,sd ketro
POI,umah pekak,umah pekak
POI,jamkrindo,jamkrindo
POI,jembatan sari,jembatan sari
POI,3i networks,3i networks
POI,tk nur assalaam,tk nur assalaam
POI,rental ps 3,rental ps 3
POI,cide toko,cide toko
POI,tki al i'tigham,tki al i'tigham
POI,beras h,beras h
POI,ys collection,ys collection
POI,bali pulina,bali pulina
POI,masjid nurussalam,masjid nurussalam
POI,anggrek building,anggrek building
POI,pondok permai,pondok permai
POI,puspita 2 mebel,puspita 2 mebel
POI,casya salon,casya salon
POI,grand paradise spa,grand paradise spa
POI,makmur abadi,makmur abadi
POI,tambang ayam,tambang ayam
POI,toko mas jawi jaya,toko mas jawi jaya
POI,radio talenta fm,radio talenta fm
POI,bumi cendrawasih perkasa pt,bumi cendrawasih perkasa pt
POI,berkah motor,berkah motor
POI,toko b. umi,toko b. umi
POI,leaf family catering,leaf family catering
POI,asrama mahasiswa its,asrama mahasiswa its
POI,rm ridho keluarga,rm ridho keluarga
POI,yanti salon,yanti salon
POI,sd negeri bantar 05,sd negeri bantar 05
POI,mega lestari residence,mega lestari residence
POI,departemen sistem informasi,kampus its
POI,romansa audio sound system,romansa audio sound system
POI,a bangkol,a bangkol
POI,wisata bukit mas cluster alexandria,wisata bukit mas cluster alexandria
POI,sdn kurau,sdn kurau
POI,maju jaya,maju jaya
POI,city electronic,city electronic
POI,pangkalan 8,pangkalan 8
POI,langkap ma al marhamah,ma al marhamah
POI,padepokan pancawarna,spiritual padepokan pancawarna
POI,mas tatto,mas tatto
POI,unri lama gobah,unri lama gobah
POI,jet clean laundry,jet clean laundry
POI,chinta colection,chinta colection
POI,harta insan karimah ciledug,bprs harta insan karimah ciledug
POI,aktif jaya motor,aktif jaya motor
POI,batumarta v,batumarta v
POI,sekolah surfing,sekolah surfing
POI,es kelapa muda mang doig,es kelapa muda mang doig
POI,wayan's home food,wayan's home food
POI,kb annashiriyah,kb annashiriyah
POI,cendana furniture mbl,cendana furniture mbl
POI,green lovina residence,green lovina residence
POI,toko ratna,toko ratna
POI,dokter spesialis,dokter spesialis
POI,taman kota caruban asti,taman kota caruban
POI,91 coffee,91 coffee shop
POI,sop ayam dan ayam bakar,sop ayam dan ayam bakar
POI,beruang coffee,beruang coffee
POI,karet tengsin,rumah susun
POI,setia budi town house,3m cuci motor
POI,warkop mang odoy,warkop mang odoy
POI,fitriati,fitriati
POI,toko mas bola mas 88,toko mas bola mas 88
POI,palm spring regency,palm spring regency
POI,dokter liza,dokter liza s
POI,kebayoran villas,kebayoran villas
POI,simpangan graha asri,graha asri
POI,palm spring regency,palm spring regency
POI,toko berdikari,toko berdikari
POI,perumahan zaira residence,perumahan zaira residence
POI,iwak cafe,belakang itn
POI,aq klinik,aq klinik
POI,alfamart raja barat,alfamart
POI,rm imah,rm imah
POI,pegadaian maniis,pegadaian
POI,dewi cell,dewi cell
POI,tk.pondok busana,pasar pondok labu
POI,pasar pondok labu,pasar pondok labu
POI,western union,western union
POI,perumahan bayur sarana indah,perumahan bayur sarana indah
POI,padang bindu kel.,padang bindu kel.
POI,perumahan wahana,perumahan wahana
POI,grand residence,grand residence cluster prapanca 2
POI,btn pasir ona,btn pasir ona
POI,alzam laundry,alzam laundry
POI,hotel cianjur,hotel cianjur
POI,kios pecah belah pak imam,kios pecah belah pak imam
POI,melati madello,melati
POI,soto pak agus,soto pak agus
POI,r dan d motorcycle,r dan d motorcycle
POI,lapangan ahmad yani,lapangan ahmad yani
POI,warung kopislo,warung kopi
POI,toko de espana,toko de espana
POI,toko buah kebun,toko buah kebun
POI,komplek bppt,komplek bppt
POI,src rida,src rida
POI,ruko auto part ramanda,ruko auto part ramanda
POI,rusun sukapura,rusun sukapura
POI,sekolah mis ncera diha,sekolah mis ncera diha
POI,musholla nurul huda,musholla nurul huda
POI,lestari residence,lestari residence
POI,sigma service motor,sigma service motor
POI,bengkel ainul yakin,bengkel ainul yakin
POI,anamona pt,anamona pt
POI,sdn citiru 1,sdn citiru 1
POI,riau bintang perdana,riau bintang perdana
POI,sd negeri 4 muaradua,sd negeri 4 muaradua
POI,tirta pelangi 1,tirta pelangi 1
POI,bunga rampai gemstone,bunga rampai gemstone
POI,gerry permai,gerry permai
POI,ud eteng,ud eteng
POI,wr barokah,wr barokah
POI,jababeka education parking,jababeka education park
POI,warung kopislo,warung kopi
POI,global cellular,global cellular
POI,paradise resort,paradise resort
POI,kampung ibus,kampung ibus
POI,mesjid priyayi warung kiaracondong,warung kiara
POI,komplek tirta kencana,komplek tirta kencana
POI,aros keramik,aros keramik
POI,stasiun tulungagung bakso dan mie ayam solo pak widodo,stasiun tulungagung
POI,rs. harapan bunda,rs. harapan bunda
POI,graha asri,graha asri
POI,cirga olshop,cirga olshop
POI,st.thomas rasul,katolik st.thomas rasul
POI,klinik rongten mutiara,klinik rongten mutiara
POI,studio horizon,studio horizon
POI,warkop kaconk,warkop kaconk
POI,ruko bendogantungan,ruko bendogantungan
POI,toko bapak memet,toko bapak memet
POI,atm bank bri,atm bank bri bendo
POI,tb h maki,tb h maki
POI,alfamart,alfamart
POI,lokasari square lantai 1,lokasari square lantai 1
POI,masjid nurul amanatul,masjid nurul aman
POI,migel shoes,migel shoes
POI,royal residence cluster canal park,royal residence cluster canal park
POI,duta indah iconic,duta indah iconic
POI,dr. henny stephani adamhuri,dr. henny stephani adamhuri
POI,taman impian jaya,taman impian jaya
POI,perumahan tanjung selamat lestari,perumahan tanjung selamat lestari
POI,komplek puri citra,komplek puri citra
POI,pasar senen,pasar senen
POI,galuh bali spa,galuh bali spa
POI,borobudur tour,borobudur tour
POI,perumahan bayur sarana indah,perumahan bayur sarana indah
POI,abiel baby shop,abiel baby shop
POI,warung makan,warung makan
POI,griya madani 5,griya madani
POI,toko inti raya,toko inti raya
POI,kp. lembur sawah,kp. lembur sawah
POI,d'minse fashionable style,d'minse fashionable style
POI,penginapan citra,penginapan citra
POI,star net,star net
POI,smp negeri 10 satu atap,smp negeri 10 satu atap sungai raya
POI,btn nyiur,btn nyiur permai
POI,daging sapi segar asep,daging sapi segar asep
POI,jembatan itogali tpa alauddin,jembatan itogali
POI,warung 541,warung 541
POI,mama pastry,mama pastry
POI,mie ayam baso barokah,mie ayam baso barokah
POI,balai desa ponowareng,balai desa ponowareng
POI,toko mesya,toko mesya
POI,taman bunga,taman bunga kasna
POI,samping bee hotel,samping bee hotel
POI,toko citra,toko citra
POI,hotel wisata,hotel wisata
POI,bage kopi,bage kopi
POI,rantang mama,pluit karang indah blok o
POI,rsia asih,rsia asih
POI,gardenia park,gardenia park
POI,alwizar,alwizar
POI,bu tari,bu tari
POI,palano jaya,palano jaya
POI,surya toserba,surya toserba
POI,pemotongan ayamaru,pemotongan ayam
POI,stasiun cibungur,stasiun cibungur
POI,bank rakyat indonesia,bank rakyat indonesia
POI,kampus tegalboto,kampus tegalboto
POI,paud citra pelangi waled,paud citra pelangi waled
POI,pancasila,pasar pancasila
POI,best meat,best meat
POI,ud. iqbal,ud. iqbal
POI,jembatan merah plaza,jembatan merah plaza lantai dasar gc-43
POI,bhek. ud,bhek. ud
POI,valentine kost 2,valentine kost 2
POI,erfina kencana regency,erfina kencana regency
POI,toko tiga putri,toko tiga putri
POI,mrisi burat,burat kriasta
POI,purnama ling,purnama
POI,stasiun wonokromo,stasiun wonokromo
POI,sma man pacet,sma man pacet
POI,warteg bahari,warteg bahari
POI,pangkas rambut ujang,pangkas rambut ujang sumilir 2
POI,kantor notaris dimas yoviano,kantor notaris dimas yoviano
POI,pasar rumput,pasar rumput
POI,palm spring regency,palm spring regency
POI,wisata bukit mas 2,wisata bukit mas 2
POI,tepung beras tiga roda,tepung beras tiga roda
POI,ruko bnkp,ruko bnkp
POI,perumahan villa ilhami,perumahan villa ilhami
POI,wijaya catering,wijaya catering
POI,nissa,jembatan gantung
POI,martabak bolu riana,martabak bolu riana
POI,green mansion,green mansion
POI,soto lamongan citraland,soto lamongan
POI,pd putra mandiri 2,pd putra mandiri 2
POI,bio medika,bio medika
POI,cipta usaha pt,cipta usaha pt
POI,mustika sprei,mustika sprei
POI,pasar maruyung,pasar maruyung
POI,tanah mas,tanah mas
POI,palm spring regency,palm spring regency
POI,br panti damai iii,br panti
POI,western union,western union
POI,partai persatuan pembangunan,partai persatuan pembangunan
POI,batik keris imperium,batik keris imperium
POI,cluster royal london,cluster royal london
POI,dplk bumiputera,dplk bumiputera
POI,horas florist,horas florist
POI,toko putri,toko putri
POI,pasar tulangan,pasar tulangan
POI,wr lamongan cak nas,wr lamongan cak nas
POI,stasiun banyuwangi baru,stasiun banyuwangi baru
POI,jj pet house,jj pet house
POI,gerbang permai,gerbang permai
POI,masjid an nur,masjid an nur
POI,lubuk batang,lubuk batang
POI,perumahan bina griya utama,perumahan bina griya utama
POI,kana farma,kana farma
POI,paradise resort,paradise resort
POI,vonda. com,vonda. com
POI,ma al-baqiyatussholihat,ma al-baqiyatussholihat
POI,bakso tea,bakso tea
POI,an jaya motor,an jaya motor
POI,taman adiyasa,taman adiyasa
POI,pasar walasiho,pasar walasiho
POI,mangga besar,mangga besar
POI,setia jaya,setia jaya
POI,perum griya otolomo syariah,perum griya otolomo syariah
POI,studio dd,studio dd pro hd
POI,taman gandrung terakota,taman gandrung terakota
POI,warung makan kreteg bang,warung makan kreteg bang
POI,komplek keuangan,komplek keuangan
POI,bengkel motorindo,bengkel motor
POI,kawasan industri,kawasan industri
POI,wm pondok rasanae,wm pondok rasa
POI,taman meteseh,taman meteseh
POI,johnny andrean,johnny andrean
POI,ikan bakar cjdw,ikan bakar cjdw
POI,depot dwi aini,depot dwi aini
POI,cup milk,cup milk
POI,apotek pangestu,apotek pangestu
POI,toko edi,toko edi
POI,water garden,water garden
POI,sea food nasi uduk 86 do'a ibu,sea food nasi uduk 86 do'a ibu
POI,plaza lotus,plaza lotus
POI,padang terubuk vanhollano,vanhollano
POI,dinas perhubungan,dinas perhubungan
POI,martabak manis dan telor,martabak manis dan telor bangka ade nar
POI,sruwo kulon,sruwo kulon
POI,my pink shops,my pink shops
POI,barbys,barbys
POI,sd kanisius,sd kanisius
POI,pt. gihon abadi raya,pt. gihon abadi raya
POI,pertamina,pertamina
POI,tk mini ria,tk mini ria
POI,sd negeri 113 - iii sako dua,sd negeri 113 - iii sako dua
POI,danar hadi,danar hadi
POI,vet care,keruak vet care
POI,klimiz foto copy center,klimiz foto copy center
POI,rumah sakit ibu dan anak bunda alya,rumah sakit ibu dan anak bunda alya
POI,akano,akano
POI,goa tabuhan,goa tabuhan
POI,perumahan kft,perumahan kft
POI,icafe merdeka netral,icafe merdeka net
POI,terminal batubulan,terminal batubulan
POI,talago laweh,talago laweh
POI,bunda laundry,bunda laundry
POI,mess,manggarai 2
POI,nusa dua ayam penyet,ayam penyet
POI,u 2,u 2
POI,danau,apotek bts
POI,kusno,kusno
POI,depot air pancuran,depot air pancuran manih
POI,bakso lumayan,bakso lumayan
POI,molen jaya,molen jaya
POI,tower sakura,tower sakura
POI,palm spring regency,palm spring regency
POI,jagak,jagakarsa
POI,taman setia budi indah,nasa medan
POI,bumi jaya indah,bumi jaya indah
POI,pegadaian,pegadaian
POI,erfina kencana regency,erfina kencana regency
POI,kantor bri unit jatinangor,bri unit jatinangor
POI,m.i.b caffe dan resto,m.i.b caffe dan resto
POI,jembatan cimerak,jembatan cimerak
POI,warung sate lestari,warung sate lestari
POI,parkiran,parkiran
POI,kampung bahasa arab,kampung bahasa arab
POI,asrama mahasiswa its,asrama mahasiswa its
POI,toko kota mas,toko kota mas
POI,sekolah yapinktek,sekolah yapin
POI,lisop,lisop
POI,warsomi 2,warsomi 2
POI,pelayanan sim polres ngawi,pelayanan sim polres ngawi
POI,family photo,family photo
POI,toko agus,toko agus
POI,sate ayam mas aga,sate ayam mas aga
POI,kober kenari smart kids,kober kenari smart kids
POI,kedai b jaya,kedai b jaya
POI,kantin serba ada,kantin serba ada
POI,cluster almond house,cluster almond house
POI,ts 15 cell,ts 15 cell
POI,barok celub,barok barok celub
POI,panorama tabek patah,panorama tabek patah
POI,terminal pangalengan,terminal pangalengan
POI,b cut,b cut
POI,titi besi,titi besi
POI,komplek karya kasih mansion,komplek karya kasih mansion
POI,riki cell,riki cell
POI,kp. lembur sawah,kp. lembur sawah
POI,alya juice,alya juice
POI,wds,wds
POI,taman caribbean,taman caribbean
POI,bio apotek,bio apotek
POI,ukui satu kios riskan,kios riskan
POI,muara angke,muara angke
POI,sahabat foam,sahabat foam
POI,taman dayu,taman dayu
POI,nadira,nadira
POI,mie bakso gobras,mie bakso gobras
POI,warung jus bunda,warung jus bunda
POI,tk babussalam,tk babussalam
POI,anugrah tour,anugrah tour
POI,jeki,jeki
POI,apotek aji waras,apotek aji waras
POI,waroeng makan abisha,waroeng makan abisha
POI,newton techno park,newton techno park
POI,kios bu rara,kios bu rara
POI,bg vape store,bg vape store
POI,d'amerta residence,d'amerta residence
POI,masjid al hidayah,masjid al hidayah
POI,toko 084,toko 084
POI,griya tutwuri handayani,griya tutwuri handayani
POI,taman rekreasi citra grand senyiur city,taman rekreasi citra grand senyiur city
POI,gunung ampo,gunung ampo
POI,padzya lintas swara radio. pt,padzya lintas swara radio. pt
POI,kartika beauty salon,kartika beauty salon
POI,wawan car n bike wash,wawan car n bike wash
POI,enggar cell,enggar cell
POI,rabbani,rabbani
POI,metiska farma pt,metiska farma pt
POI,kairos manado - aog,kairos manado - aog
POI,taman garuda,taman garuda
POI,suwandi,suwandi
POI,maton house,maton house
POI,pratiwi,pratiwi
POI,kost septiana wilujeng,kost septiana wilujeng
POI,jembatan margahayu,jembatan margahayu
POI,tb aji jaya,tb aji jaya
POI,kodomo challenge,kodomo challenge
POI,anita salon,anita salon
POI,griya busana,griya busana shila
POI,mega print,mega print
POI,toko wayan,toko wayan
POI,negeri bumi putra pecel lele jakarta,pecel lele jakarta
POI,alif barbershop,alif barbershop
POI,pusat aqiqah yogyakarta,pusat aqiqah yogyakarta
POI,balai rupih,balai rupih
POI,bale rasa,bale rasa
POI,sinar aceh,sinar aceh
POI,ud. reza,ud. reza
POI,ud doel,ud doel
POI,perumahan wahana,perumahan wahana
POI,jm stone,jm stone
POI,mbah karim,ungaran timur
POI,yoga,yoga
POI,alesha wedding,alesha wedding
POI,kujang parahyangan,kujang parahyangan
POI,warung monggo kerso mbak mis depan spbu lontar,depan spbu
POI,taman murni,taman murni
POI,unit komersial,stasiun cikini
POI,pkl pak memet,pkl pak memet
POI,toko obat ridho,toko obat ridho
POI,gerry permai,gerry permai
POI,tanah koja,tanah koja
POI,yayasan pendidikan alkitab,yayasan pendidikan alkitab
POI,tasman,tasman
POI,kwang lim indonesia pta,kwang lim indonesia pt
POI,jembatan lunai,jembatan lunai
POI,terminal pakusari,terminal pakusari
POI,blackbean,blackbean
POI,neny,neny
POI,graha tirta,graha tirta
POI,emka,emka
POI,pring kuning,pring kuning
POI,puskesmas pasir putih,puskesmas pasir putih
POI,u5 ice cream,u5 ice cream
POI,greenhome residence poso,greenhome residence poso
POI,dinas kesehatan uptd puskesmas majalengka,dinas kesehatan uptd puskesmas majalengka
POI,pospol gebang waled,pospol gebang
POI,sahri,sahri
POI,kosambi,dadap
POI,pt pioner,pt pioner
POI,haidar sentosa resident,haidar sentosa resident
POI,sd negeri 7 kwandang,sd negeri 7 kwandang
POI,maia collection,maia collection
POI,gki jati,arah gki jati
POI,kunci kita,kunci kita
POI,tk cerdas pkk,tk cerdas pkk
POI,prodia sorong,vini vidi vici
POI,toko podo model,toko podo model
POI,bengkel acong,bengkel acong
POI,komplek bea cukai,komplek bea cukai
POI,toko y & m collection,toko y & m collection
POI,rusun pesakih,rusun pesakih
POI,pos randa haneut kp. sodong,pos randa haneut kp. sodong
POI,bumi jasa utama pt,bumi jasa utama pt
POI,toko dadang,toko dadang
POI,lebak jero,lebak jero
POI,komplek greatwall,komplek greatwall
POI,tanjuang pangka,tanjuang pangka
POI,perumahan wahana,perumahan wahana
POI,toko fantasi,toko fantasi
POI,ts. bungsu,depan perumahan lavanda
POI,shantika surya alandha. pt,shantika surya alandha. pt
POI,komplek polri cipinang atas,komplek polri cipinang atas
POI,kantor pos ruko cbd taman palem,kantor pos ruko cbd taman palem
POI,perumahan wahana,perumahan wahana
POI,buana impian 2,buana impian 2
POI,ac mobil 2000,ac mobil 2000
POI,kampung sumur,kampung sumur
POI,inez salon,inez salon
POI,ulp kabupaten bantul,ulp kabupaten bantul
POI,glory cell,plaza lotus
POI,rumah makan selera,rumah makan selera
POI,sri jumiani,sri jumiani
POI,"pasar aurduri, lapak","pasar aurduri, lapak"
POI,warung mang ongki,warung mang ongki
POI,arafah,arafah
POI,cluster pesona ciledug,cluster pesona ciledug
POI,vicadily furniture,vicadily furniture
POI,wedang bajigur,wedang bajigur
POI,hasim ashad,hasim ashad
POI,paradise resort,paradise resort
POI,agus harianto,agus harianto
POI,panti asuhan asiah,panti asuhan asiah
POI,nayna skin care,nayna skin care
POI,halte pelita bira,halte pelita
POI,toko mbah tri,toko mbah tri
POI,bank mandiri,bank mandiri
POI,phototalk studio hibr,phototalk studio
POI,sahabat guppy indonesia,sahabat guppy indonesia
POI,foto copy,azib foto copy
POI,pasar gembor kp. doyong,kp. doyong
POI,smart klin,smart klin
POI,kios rahma,kios rahma
POI,bebek tambak gringsing,bebek tambak gringsing
POI,ruko manirangan,ruko manirangan
POI,bengkel suzuki,bengkel suzuki
POI,optik mitra mas,optik mitra mas
POI,jual ban bekas,jual ban bekas
POI,didin bag,didin bag
POI,polindes kendedes,polindes kendedes
POI,tpa at thoyyibah,tpa at thoyyibah
POI,al-muttaqorribin,al-muttaqorribin
POI,pasar dekon,toko sumatera jaya
POI,mega lestari residence,mega lestari residence
POI,diana,diana
POI,kantor desa nglebur,kantor desa nglebur
POI,dusun bakalan,dusun bakalan
POI,blok ratu,blok ratu
POI,cluster bellagio,cluster bellagio
POI,poliklinik desa,poliklinik desa
POI,sat brimob polda,brimob polda riau
POI,paud taruna seren,gubuk pernek
POI,lanud gorda,bengkel wwwmkeiracing
POI,setia toko,setia toko
POI,kb 19 rungkut surabaya ( cafe papipupepo,kb 19
POI,sdn 46 mataram,gerakan pramuka sdn 46 mataram
POI,khoirul muslimin,lapangan modo
POI,tirta mukti,tirta mukti
POI,happy wansu,happy wansu
POI,pesantren salafiyah fatkhurrokhim,pesantren salafiyah fatkhurrokhim
POI,pardede. ud,pardede. ud
POI,jembatan pulau petak,jembatan pulau petak
POI,cuci.in laundry,cuci.in laundry
POI,mi swasta miftahussalam dolok,mi swasta miftahussalam
POI,sendang pancur,sendang pancur
POI,aneka jus,aneka jus
POI,toko mainan mm toys,toko mainan mm toys
POI,kantor pemasaran mutiara residence,kantor pemasaran mutiara residence
POI,tanjung duren,pasar kopro lantai dasar
POI,pasar kopro lantai dasar,pasar kopro lantai dasar
POI,lubuk rukam,lubuk rukam
POI,bank mandiri,bank mandiri
POI,jembatan lengkung,jembatan lengkung
POI,eco green park,eco green park
POI,kantor kelurahan malaka sari,kantor kelurahan malaka sari
POI,btn cabalu,btn cabalu
POI,griya anugerah abadi,griya anugerah abadi
POI,dont tell mama,dont tell mama
POI,deu- hulopi rumah z.h,rumah z.h
POI,wirda fashion,wirda fashion
POI,klinik pratama kupang,klinik pratama kupang
POI,masjid nurul hidayah,masjid nurul hidayah
POI,toko bu sol,toko bu sol
POI,dian property,dian property
POI,sto telkom gambir,sto telkom gambir
POI,sgc 2,sgc 2
POI,toko irama mas,toko irama mas
POI,puncak mulya,puncak mulya
POI,bakso bumi ayu,bakso bumi ayu
POI,3g cell,3g cell
POI,kampung akuarium,kampung akuarium
POI,sopo del tower,sopo del tower
POI,kos kampus,kos kampus
POI,ud eeng bin salam,ud eeng bin salam
POI,cibis nine,cibis nine
POI,sevana distribution,sevana distribution
POI,erlin shopp tupperware palembang,erlin shopp tupperware palembang
POI,warung makan idola,warung makan idola
POI,royal bersaudara pta,royal bersaudara pt
POI,barberbar,barberbar
POI,arsitektur lanskap indonesia akri,iali ikatan arsitektur lanskap indonesia
POI,terminal terpadu merak,terminal terpadu merak
POI,alkon trainindo utama pta,alkon trainindo utama pt
POI,lubuk paraku,lubuk paraku
POI,kantor kampung wansra matangnga,kantor kampung wansra
POI,parit masigi,parit masigi
POI,nerada estate,nerada estate
POI,ahli gigi,ahli gigi
POI,lapangan desa gumingsir,lapangan desa gumingsir
POI,bca samarinda,bca samarinda
POI,laundry pintar raden fathir,laundry pintar
POI,perumahan griya parahita,perumahan griya parahita
POI,green bay,green bay
POI,tahu gimbal pak polo,tahu gimbal pak polo
POI,tpa nurul qoryah,tpa nurul qoryah
POI,perumahan sambirejo park,perumahan sambirejo park
POI,tb gilang jaya-ho,tb gilang jaya-ho
POI,wrung roko sebrang halteu,dispenda samsat barat
POI,asrama mahasiswa its,asrama mahasiswa its
POI,hukma photo,hukma photo
POI,bubur ayam senja,bubur ayam senja
POI,ratu juice,ratu juice
POI,chasanah bakery cake,chasanah bakery cake
POI,multi karya cemerlang,multi karya cemerlang
POI,pondok jaya,pondok jaya
POI,sumber baja. udin,sumber baja. ud
POI,gardenia park,gardenia park
POI,sma n 1,sma n 1
POI,warung jakarta,warung jakarta
POI,faradina,faradina
POI,taman ketapang,taman ketapang
POI,distributor buah wahyu tri,distributor buah wahyu tri
POI,panjaitan ponsel,panjaitan ponsel
POI,tipulu silvana advertising,silvana advertising ud
POI,ud. putra hasil laut,ud. putra hasil laut
POI,bengawan sport & music,bengawan sport & music
POI,angkringan dan coffee pak dhe,angkringan dan coffee pak dhe
POI,stasiun tenjo,stasiun tenjo
POI,toko multi jaya,toko multi jaya
POI,pesantren ulul abshor,pesantren ulul abshor
POI,warung irsad bambu,warung irsad
POI,pangkas rambut nabil,pangkas rambut nabil
POI,rafles hills,rafles hills
POI,ruci cell,ruci cell
POI,sekretariat uppkh sentani,sekretariat uppkh
POI,kantor lurah pasar baru,kantor lurah pasar baru
POI,shr car wash,shr car wash
POI,v cell,v cell
POI,mie ayam setyo roso,mie ayam setyo roso
POI,gedung keuangan negara i,gedung keuangan negara i
POI,reddoorz near pecenongan 2,reddoorz near
POI,bengkel sumber cahaya,bengkel sumber cahaya
POI,stasiun cerme,stasiun cerme
POI,beji kel.,beji kel.
POI,pangkas rambut carano,pangkas rambut carano
POI,duta coms,duta coms
POI,pja pesantren,pja pesantren
POI,d'amerta residence,d'amerta residence
POI,holland bakery,holland bakery
POI,toko dua jago,toko dua jago
POI,gusti putu darmika,gusti putu darmika
POI,joglo coffee cafe,joglo coffee cafe
POI,jans permono,jans permono
POI,toko cipta mulia,toko cipta mulia
POI,perumahan griya safira,perumahan griya safira
POI,teras country residence,teras country residence
POI,air minum isi ulang am baroka,air minum isi ulang am baroka
POI,perumahan sari bumi indah,perumahan sari bumi indah
POI,grha karya jody,grha karya jody
POI,klinik medika harapan,klinik medika harapan
POI,posyandu sirna mekar,posyandu sirna mekar
POI,pelangi,pelangi
POI,latifah widyaningsih,latifah widyaningsih
POI,indobakery iskandar,indobakery
POI,kurnia luwuk sejati pt,kurnia luwuk sejati pt
POI,warung tenda samira,warung tenda samira
POI,toko intan,toko intan
POI,bank bri,bela bank bri
POI,perumahan bumi asri,perumahan bumi asri
POI,toko rahayu,toko rahayu
POI,taman kota intan,taman kota intan
POI,asrama kodim,asrama kodim
POI,kedai kopi pawon,kedai kopi pawon
POI,cluster intan,cluster intan
POI,perumahan griya indah,perumahan griya indah no 8
POI,transport,transport
POI,starbucks,starbucks kl
POI,allstate abadi agency,allstate abadi agency
POI,budi cellular,budi cellular
POI,jembatan kali kuning,jembatan kali kuning
POI,tambang ayam,tambang ayam
POI,piscok lumer,piscok lumer
POI,kurnia motor,kurnia motor
POI,restu ibu,restu ibu
POI,maskot bird farm,maskot bird farm
POI,atm bni robatal,atm bni robatal
POI,polsek palembang - jambi,samping polsek
POI,taman ribang gale,taman ribang gale
POI,warung si jagur,warung si jagur
POI,next clotes,next clotes
POI,bk outdoor service,bk outdoor service
POI,toko h saman,toko h saman
POI,tirta photo copy,tirta photo copy
POI,ksp artha pundhi sejahtera,ksp artha pundhi sejahtera
POI,lapangan mancasan,lapangan mancasan
POI,semprul motor pohea,semprul motor
POI,pd jaya sama,pd jaya sama
POI,ruko de castello,ruko de castello
POI,suzuki finance,suzuki finance
POI,nasi ujung,egha
POI,smas pgri 1 tulungagung,smas pgri 1 tulungagung
POI,oucha cafe dewi sri,oucha cafe dewi sri
POI,de danna residence,de danna residence
POI,nur,nur
POI,ethernet computer,ethernet computer
POI,grand duta,grand duta
POI,wisma monex,wisma monex
POI,tambang ayam,tambang ayam
