entity,predict,output
POI,azzam refill centre,pang jip
POI,azzam refill centre,ardimen
POI,ramen village,ramen village
POI,ramen village,pesona atlantis
POI,kos putri nelda,kos putri nelda
POI,ud. mendungan,ud. mendungan
POI,kios beras mama nurul,kios beras mama nurul
POI,kios beras mama nurul,taman suropati
POI,salsa motor,salsa motor
POI,aladdin art,aladdin art
POI,depot air minum bagas water,depot air minum bagas water
POI,hastin cv,hastin cv
POI,toko beringin jaya,toko beringin jaya
POI,toko beringin jaya,sdi banta-bantaeng i
POI,toko beringin jaya,mm col
POI,komplek pajak,komplek pajak
POI,star box,star box
POI,star box,ba mie tahuna
POI,star box,wanamulya 8
POI,queen cell,queen cell
POI,mood booster shop,mood booster shop
POI,krakatau,krakatau
POI,krakatau,durian kadap 2
POI,masjid barkah,masjid barkah
POI,rusun tanah abang,rusun tanah abang
POI,rusun tanah abang,grand wisata
POI,perum kotabaru permai,perum kotabaru permai
POI,tb. mandiri,tb. mandiri
POI,way tuba,way tuba
POI,epa. ud,epa. ud
POI,perumahan bayur sarana indah,perumahan bayur sarana indah
POI,bk 3,bk 3
POI,peta park,peta park
POI,farra nasa,toko kiki
POI,farra nasa,gading riviera
POI,vape store,vape store
POI,vape store,pizza ndezo
POI,toko mekar sari,toko mekar sari
POI,sila,sila
POI,warung mas solar,warung mas solar
POI,warung mas solar,so3
POI,warung mas solar,jero menuh
POI,abadi 1,abadi 1
POI,abadi 1,majelis dikdakmen pdm
POI,bakso tengkleng mas bambang,bakso tengkleng mas bambang
POI,komplek amerta,komplek amerta
POI,komplek amerta,lubuk rukam
POI,toko aneka plastik,toko aneka plastik
POI,toko aneka plastik,pasar kencar
POI,toko maskartika putri,toko maskartika putri
POI,toko maskartika putri,binanga. cv
POI,mw car wash,mw car wash
POI,rm rio,rm rio
POI,rm rio,national bank
POI,go games,go games
POI,masjid darul hikmah,mampang prapatan
POI,sea mitra,sea mitra
POI,sea mitra,yan akar
POI,sea mitra,guslie garden
POI,apsa advertising,apsa advertising
POI,jaya imperial park,jaya imperial park
POI,jaya imperial park,mbak ning
POI,ktp tour,ktp tour
POI,ajat cell,ajat cell
POI,villa gunung lestari,villa gunung lestari
POI,toko sembako,toko sembako
POI,stasiun legok,stasiun legok
POI,stasiun legok,alap sticker
POI,stasiun legok,beet get factory outlet
POI,yopi kaca,yopi kaca
POI,kampoeng kalapa,kampoeng kalapa
POI,kost d'brata,kost d'brata
POI,aneka buah,aneka buah
POI,aneka buah,axel dekor
POI,graha sampurna,graha sampurna
POI,rujak n soto sabreng sumenep,rujak n soto sabreng sumenep
POI,taman wilis,taman wilis
POI,taman wilis,perum griya samp per
POI,musholla al amin,musholla al amin
POI,selaras,selaras
POI,vikko salon,vikko salon
POI,lion air group,lion air group
POI,lion air group,masjid baitussalaam
POI,perumahan gerbang kencana,perumahan gerbang kencana
POI,masjid nurul islam,masjid nurul islam
POI,masjid nurul islam,bu.war bakso
POI,july tupperware,july tupperware
POI,toko rahayu,toko rahayu
POI,toko rahayu,meong luqay
POI,selen aik,selen aik
POI,one net,one net
POI,stasiun wates diy,stasiun wates
POI,rusun cinta kasih tzu chi,rusun cinta kasih tzu chi
POI,rusun cinta kasih tzu chi,sd ketro
POI,rusun cinta kasih tzu chi,umah pekak
POI,jamkrindo,jamkrindo
POI,jembatan sari,jembatan sari
POI,jembatan sari,3i networks
POI,tk nur assalaam,tk nur assalaam
POI,rental ps,rental ps 3
POI,cide toko,cide toko
POI,tki al i'tigham,tki al i'tigham
POI,tki al i'tigham,beras h
POI,bali pulina,bali pulina
POI,anggrek building,anggrek building
POI,pondok permai,pondok permai
POI,puspita 2 mebel,puspita 2 mebel
POI,casya salon,casya salon
POI,casya salon,grand paradise spa
POI,tambang ayam,tambang ayam
POI,toko mas jawi jaya,toko mas jawi jaya
POI,radio talenta fm,radio talenta fm
POI,bumi cendrawasih perkasa pt,bumi cendrawasih perkasa pt
POI,berkah motor,berkah motor
POI,berkah motor,toko b. umi
POI,family catering,leaf family catering
POI,asrama mahasiswa its,asrama mahasiswa its
POI,asrama mahasiswa its,rm ridho keluarga
POI,yanti salon,yanti salon
POI,yanti salon,sd negeri bantar 05
POI,mega lestari residence,mega lestari residence
POI,departemen sistem informasi,kampus its
POI,romansa audio sound system,romansa audio sound system
POI,romansa audio sound system,a bangkol
POI,wisata bukit mas cluster alexandria,wisata bukit mas cluster alexandria
POI,sdn kurau,sdn kurau
POI,sdn kurau,maju jaya
POI,city electronic,city electronic
POI,pangkalan 8,pangkalan 8
POI,pangkalan 8,ma al marhamah
POI,pangkalan 8,mas tatto
POI,unri lama gobah,unri lama gobah
POI,jet clean laundry,jet clean laundry
POI,chinta colection,chinta colection
POI,chinta colection,bprs harta insan karimah ciledug
POI,aktif jaya motor,aktif jaya motor
POI,aktif jaya motor,batumarta v
POI,sekolah surfing,sekolah surfing
POI,sekolah surfing,lapangan kebarongan
POI,es kelapa muda mang doig,es kelapa muda mang doig
POI,wayan's home food,wayan's home food
POI,green lovina residence,green lovina residence
POI,toko ratna,toko ratna
POI,taman kota caruban,taman kota caruban
POI,sop ayam dan ayam bakar,sop ayam dan ayam bakar
POI,rumah susun,rumah susun
POI,m cuci motor,3m cuci motor
POI,warkop mang odoy,warkop mang odoy
POI,fitriati,fitriati
POI,toko mas bola mas 88,toko mas bola mas 88
POI,palm spring regency,palm spring regency
POI,kebayoran villas,kebayoran villas
POI,kebayoran villas,graha asri
POI,palm spring regency,palm spring regency
POI,toko berdikari,toko berdikari
POI,perumahan zaira residence,perumahan zaira residence
POI,iwak cafe belakang itn,belakang itn
POI,alfamart,alfamart
POI,rm imah,rm imah
POI,dewi cell,dewi cell
POI,pasar pondok labu,pasar pondok labu
POI,perumahan bayur sarana indah,perumahan bayur sarana indah
POI,perumahan bayur sarana indah,padang bindu kel.
POI,perumahan wahana,perumahan wahana
POI,grand residence,grand residence cluster prapanca 2
POI,btn pasir ona,btn pasir ona
POI,hotel cianjur,hotel cianjur
POI,kios pecah belah pak imam,kios pecah belah pak imam
POI,kios pecah belah pak imam,melati
POI,soto pak agus,soto pak agus
POI,r dan d motorcycle,r dan d motorcycle
POI,lapangan ahmad yani,lapangan ahmad yani
POI,toko de espana,toko de espana
POI,toko buah kebun,toko buah kebun
POI,komplek bppt,komplek bppt
POI,src rida,src rida
POI,ruko auto part ramanda,ruko auto part ramanda
POI,rusun sukapura,rusun sukapura
POI,rusun sukapura,sekolah mis ncera diha
POI,musholla nurul huda,musholla nurul huda
POI,lestari residence,lestari residence
POI,sigma service motor,sigma service motor
POI,sigma service motor,bengkel ainul yakin
POI,anamona pt,anamona pt
POI,sdn citiru 1,sdn citiru 1
POI,sd negeri 4 muaradua,sd negeri 4 muaradua
POI,tirta pelangi 1,tirta pelangi 1
POI,tirta pelangi 1,bunga rampai gemstone
POI,gerry permai,gerry permai
POI,ud eteng,ud eteng
POI,paradise resort,paradise resort
POI,paradise resort,kampung ibus
POI,komplek tirta kencana,komplek tirta kencana
POI,komplek tirta kencana,pagar buton
POI,stasiun tulungagung,stasiun tulungagung
POI,stasiun tulungagung,rs. harapan bunda
POI,graha asri,graha asri
POI,cirga olshop,cirga olshop
POI,cirga olshop,studio horizon
POI,cirga olshop,warkop kaconk
POI,ruko bendogantungan,ruko bendogantungan
POI,toko bapak memet,toko bapak memet
POI,atm bank bri,atm bank bri bendo
POI,atm bank bri,tb h maki
POI,alfamart,alfamart
POI,alfamart,mpit luqman al-hakim
POI,alfamart,migel shoes
POI,cluster canal park,royal residence cluster canal park
POI,cluster canal park,duta indah iconic
POI,cluster canal park,dr. henny stephani adamhuri
POI,taman impian jaya,taman impian jaya
POI,perumahan tanjung selamat lestari,perumahan tanjung selamat lestari
POI,komplek puri citra,komplek puri citra
POI,pasar senen,pasar senen
POI,pasar senen,galuh bali spa
POI,pasar senen,borobudur tour
POI,perumahan bayur sarana indah,perumahan bayur sarana indah
POI,abiel baby shop,abiel baby shop
POI,warung makan,warung makan
POI,griya madani,griya madani
POI,griya madani,toko inti raya
POI,kp. lembur sawah,kp. lembur sawah
POI,kp. lembur sawah,d'minse fashionable style
POI,penginapan citra,penginapan citra
POI,star net,star net
POI,smp negeri 10 satu atap,smp negeri 10 satu atap sungai raya
POI,daging sapi segar asep,daging sapi segar asep
POI,stasiun pondo,idm tfuu-stasiun pondo
POI,jembatan itogali,jembatan itogali
POI,warung 541,warung 541
POI,mama pastry,mama pastry
POI,mie ayam baso barokah,mie ayam baso barokah
POI,mie ayam baso barokah,balai desa ponowareng
POI,toko mesya,toko mesya
POI,toko mesya,taman bunga kasna
POI,samping bee hotel,samping bee hotel
POI,toko citra,toko citra
POI,toko citra,bage kopi
POI,toko citra,pluit karang indah blok o
POI,rsia asih,rsia asih
POI,gardenia park,gardenia park
POI,alwizar,alwizar
POI,bu tari,bu tari
POI,palano jaya,palano jaya
POI,surya toserba konter hp acc 2 cell,surya toserba
POI,stasiun cibungur,stasiun cibungur
POI,bank rakyat indonesia,bank rakyat indonesia
POI,kampus tegalboto,kampus tegalboto
POI,paud citra pelangi waled,paud citra pelangi waled
POI,paud citra pelangi waled,pasar pancasila
POI,paud citra pelangi waled,best meat
POI,paud citra pelangi waled,ud. iqbal
POI,bhek. ud,bhek. ud
POI,valentine kost 2,valentine kost 2
POI,erfina kencana regency,erfina kencana regency
POI,toko tiga putri,toko tiga putri
POI,toko tiga putri,burat kriasta
POI,toko tiga putri,purnama
POI,stasiun wonokromo,stasiun wonokromo
POI,stasiun wonokromo,sma man pacet
POI,warteg bahari,warteg bahari
POI,pangkas rambut ujang,pangkas rambut ujang sumilir 2
POI,pasar rumput,pasar rumput
POI,palm spring regency,palm spring regency
POI,wisata bukit mas 2,wisata bukit mas 2
POI,wisata bukit mas 2,tepung beras tiga roda
POI,ruko bnkp,ruko bnkp
POI,perumahan villa ilhami,perumahan villa ilhami
POI,nissa,jembatan gantung
POI,green mansion,green mansion
POI,pd putra mandiri 2,pd putra mandiri 2
POI,bio medika,bio medika
POI,cipta usaha pt,cipta usaha pt
POI,cipta usaha pt,mustika sprei
POI,pasar maruyung,pasar maruyung
POI,pasar maruyung,tanah mas
POI,palm spring regency,palm spring regency
POI,palm spring regency,br panti
POI,combed studio,samping vapor aceh
POI,batik keris imperium,batik keris imperium
POI,cluster royal london,cluster royal london
POI,cluster royal london,horas florist
POI,toko putri,toko putri
POI,pasar tulangan,pasar tulangan
POI,pasar tulangan,wr lamongan cak nas
POI,stasiun banyuwangi baru,stasiun banyuwangi baru
POI,stasiun banyuwangi baru,pt. bank rakyat indonesia
POI,jj pet house,jj pet house
POI,gerbang permai,gerbang permai
POI,masjid an nur,masjid an nur
POI,lubuk batang,lubuk batang
POI,perumahan bina griya utama,perumahan bina griya utama
POI,kana farma,kana farma
POI,paradise resort,paradise resort
POI,vonda. com,vonda. com
POI,vonda. com,ma al-baqiyatussholihat
POI,bakso tea,bakso tea
POI,an jaya motor,an jaya motor
POI,taman adiyasa,taman adiyasa
POI,pasar walasiho wawo,pasar walasiho
POI,mangga besar,mangga besar
POI,mangga besar,setia jaya
POI,perum griya otolomo syariah,perum griya otolomo syariah
POI,studio dd,studio dd pro hd
POI,taman gandrung terakota,taman gandrung terakota
POI,warung makan kreteg bang,warung makan kreteg bang
POI,komplek keuangan,komplek keuangan
POI,kawasan industri,kawasan industri
POI,kawasan industri,indomaret kbn
POI,taman meteseh,taman meteseh
POI,taman meteseh,johnny andrean
POI,ikan bakar cjdw,ikan bakar cjdw
POI,depot dwi aini,depot dwi aini
POI,depot dwi aini,cup milk
POI,apotek pangestu kepuh,apotek pangestu
POI,toko edi,toko edi
POI,water garden,water garden
POI,sea food nasi uduk 86 do'a ibu,sea food nasi uduk 86 do'a ibu
POI,plaza lotus,plaza lotus
POI,plaza lotus,vanhollano
POI,dinas perhubungan,dinas perhubungan
POI,martabak manis dan telor,martabak manis dan telor bangka ade nar
POI,sruwo kulon,sruwo kulon
POI,my pink shops,my pink shops
POI,my pink shops,barbys
POI,my pink shops,sd kanisius
POI,my pink shops,pt. gihon abadi raya
POI,pertamina,pertamina
POI,tk mini ria,tk mini ria
POI,tk mini ria,sd negeri 113 - iii sako dua
POI,tk mini ria,district 1 meikarta
POI,tk mini ria,danar hadi
POI,tk mini ria,keruak vet care
POI,klimiz foto copy center,klimiz foto copy center
POI,rumah sakit ibu dan anak bunda alya,rumah sakit ibu dan anak bunda alya
POI,akano,akano
POI,akano,goa tabuhan
POI,perumahan kft,perumahan kft
POI,terminal batubulan,terminal batubulan
POI,talago laweh,talago laweh
POI,bunda laundry,bunda laundry
POI,bunda laundry,manggarai 2
POI,ayam penyet,ayam penyet
POI,u 2,u 2
POI,u 2,apotek bts
POI,u 2,kusno
POI,depot air pancuran,depot air pancuran manih
POI,bakso lumayan,bakso lumayan
POI,molen jaya,molen jaya
POI,tower sakura,tower sakura
POI,palm spring regency,palm spring regency
POI,palm spring regency,jagakarsa
POI,nasa medan,nasa medan
POI,bumi jaya indah,bumi jaya indah
POI,pegadaian,pegadaian
POI,erfina kencana regency,erfina kencana regency
POI,erfina kencana regency,bri unit jatinangor
POI,m.i.b caffe dan resto,m.i.b caffe dan resto
POI,jembatan cimerak,jembatan cimerak
POI,warung sate lestari,warung sate lestari
POI,parkiran,parkiran
POI,parkiran,kampung bahasa arab
POI,asrama mahasiswa its,asrama mahasiswa its
POI,toko kota mas,toko kota mas
POI,toko kota mas,lisop
POI,toko kota mas,warsomi 2
POI,toko kota mas,pelayanan sim polres ngawi
POI,family photo,family photo
POI,toko agus,toko agus
POI,sate ayam mas aga,sate ayam mas aga
POI,smart kids,kober kenari smart kids
POI,smart kids,kedai b jaya
POI,kantin serba ada,kantin serba ada
POI,cluster almond house,cluster almond house
POI,cluster almond house,ts 15 cell
POI,cluster almond house,barok barok celub
POI,jorong data,panorama tabek patah
POI,terminal pangalengan,terminal pangalengan
POI,terminal pangalengan,b cut
POI,titi besi,titi besi
POI,komplek karya kasih mansion,komplek karya kasih mansion
POI,riki cell,riki cell
POI,kp. lembur sawah,kp. lembur sawah
POI,alya juice,alya juice
POI,alya juice,wds
POI,taman caribbean,taman caribbean
POI,bio apotek,bio apotek
POI,kios riskan,kios riskan
POI,muara angke,muara angke
POI,taman dayu,taman dayu
POI,nadira,nadira
POI,mie bakso gobras,mie bakso gobras
POI,warung jus bunda,warung jus bunda
POI,anugrah tour,anugrah tour
POI,jeki,jeki
POI,waroeng makan abisha,waroeng makan abisha
POI,newton techno park,newton techno park
POI,kios bu rara,kios bu rara
POI,bg vape store,bg vape store
POI,d'amerta residence,d'amerta residence
POI,masjid al hidayah,masjid al hidayah
POI,toko 084,toko 084
POI,griya tutwuri handayani,griya tutwuri handayani
POI,griya tutwuri handayani,taman rekreasi citra grand senyiur city
POI,gunung ampo,gunung ampo
POI,gunung ampo,padzya lintas swara radio. pt
POI,kartika beauty salon,kartika beauty salon
POI,wawan car n bike wash,wawan car n bike wash
POI,enggar cell,enggar cell
POI,rabbani,rabbani
POI,metiska farma pt,metiska farma pt
POI,metiska farma pt,kairos manado - aog
POI,taman garuda,taman garuda
POI,maton house,maton house
POI,maton house,pratiwi
POI,kost septiana wilujeng,kost septiana wilujeng
POI,tb aji jaya,tb aji jaya
POI,anita salon,anita salon
POI,palmerah mega print,mega print
POI,toko wayan,toko wayan
POI,negeri bumi putra pecel lele jakarta,pecel lele jakarta
POI,alif barbershop,alif barbershop
POI,alif barbershop,pusat aqiqah yogyakarta
POI,balai rupih,balai rupih
POI,bale rasa,bale rasa
POI,sinar aceh,sinar aceh
POI,ud. reza,ud. reza
POI,ud. reza,ud doel
POI,perumahan wahana,perumahan wahana
POI,jm stone,jm stone
POI,jm stone,ungaran timur
POI,yoga,yoga
POI,kujang parahyangan,kujang parahyangan
POI,warung monggo kerso mbak mis,depan spbu
POI,taman murni,taman murni
POI,stasiun cikini,stasiun cikini
POI,pkl pak memet,pkl pak memet
POI,toko obat ridho,toko obat ridho
POI,gerry permai,gerry permai
POI,tanah koja,tanah koja
POI,tasman,tasman
POI,tasman,jembatan lunai
POI,terminal pakusari,terminal pakusari
POI,blackbean,blackbean
POI,blackbean,neny
POI,graha tirta,graha tirta
POI,graha tirta,emka
POI,pring kuning,pring kuning
POI,pring kuning,puskesmas pasir putih
POI,u5 ice cream,u5 ice cream
POI,greenhome residence poso,greenhome residence poso
POI,greenhome residence poso,sahri
POI,greenhome residence poso,dadap
POI,pt pioner,pt pioner
POI,haidar sentosa resident,haidar sentosa resident
POI,haidar sentosa resident,sd negeri 7 kwandang
POI,maia collection,maia collection
POI,gki jati,arah gki jati
POI,kunci kita,kunci kita
POI,laboratorium prodia sorong,vini vidi vici
POI,toko podo model,toko podo model
POI,komplek bea cukai,komplek bea cukai
POI,toko y & m collection,toko y & m collection
POI,rusun pesakih,rusun pesakih
POI,pos randa haneut,pos randa haneut kp. sodong
POI,intersarana handil 1,handil 1
POI,intersarana handil 1,bumi jasa utama pt
POI,toko dadang,toko dadang
POI,lebak jero,lebak jero
POI,komplek greatwall,komplek greatwall
POI,komplek greatwall,tanjuang pangka
POI,perumahan wahana,perumahan wahana
POI,toko fantasi,toko fantasi
POI,perumahan lavanda,depan perumahan lavanda
POI,shantika surya alandha. pt,shantika surya alandha. pt
POI,komplek polri cipinang atas,komplek polri cipinang atas
POI,komplek polri cipinang atas,kantor pos ruko cbd taman palem
POI,menara thamrin - arcadia,gedung menara thamrin
POI,perumahan wahana,perumahan wahana
POI,buana impian 2,buana impian 2
POI,ac mobil 2000,ac mobil 2000
POI,kampung sumur,kampung sumur
POI,inez salon,inez salon
POI,ulp kabupaten bantul,ulp kabupaten bantul
POI,glory cell,plaza lotus
POI,rumah makan selera,rumah makan selera
POI,rumah makan selera,sri jumiani
POI,rumah makan selera,"pasar aurduri, lapak"
POI,warung mang ongki,warung mang ongki
POI,arafah,arafah
POI,cluster pesona ciledug,cluster pesona ciledug
POI,hasim ashad,hasim ashad
POI,paradise resort,paradise resort
POI,agus harianto,agus harianto
POI,nayna skin care,nayna skin care
POI,nayna skin care,toko mbah tri
POI,bank mandiri,bank mandiri
POI,bank mandiri,tambang ayam
POI,bank mandiri,azib foto copy
POI,smart,smart klin
POI,kios rahma,kios rahma
POI,bebek tambak gringsing,bebek tambak gringsing
POI,bebek tambak gringsing,ruko manirangan
POI,bengkel suzuki,bengkel suzuki
POI,optik mitra mas,optik mitra mas
POI,optik mitra mas,jual ban bekas
POI,didin bag,didin bag
POI,polindes kendedes,polindes kendedes
POI,tpa at thoyyibah,tpa at thoyyibah
POI,bahari cell,bahari cell
POI,al-muttaqorribin,al-muttaqorribin
POI,pasar dekon,toko sumatera jaya
POI,mega lestari residence,mega lestari residence
POI,diana,diana
POI,kantor desa nglebur,kantor desa nglebur
POI,dusun bakalan,dusun bakalan
POI,dusun bakalan,blok ratu
POI,cluster bellagio,cluster bellagio
POI,cluster bellagio,poliklinik desa
POI,cluster bellagio,brimob polda riau
POI,paud taruna seren,gubuk pernek
POI,paud taruna seren,bengkel wwwmkeiracing
POI,setia toko,setia toko
POI,cafe papipupepo,kb 19
POI,lapangan modo,lapangan modo
POI,tirta mukti,tirta mukti
POI,happy wansu,happy wansu
POI,pardede. ud,pardede. ud
POI,jembatan pulau petak,jembatan pulau petak
POI,jembatan pulau petak,mi swasta miftahussalam
POI,sendang pancur,sendang pancur
POI,aneka jus,aneka jus
POI,toko mainan mm toys,toko mainan mm toys
POI,lubuk rukam,lubuk rukam
POI,bank mandiri,bank mandiri
POI,jembatan lengkung,jembatan lengkung
POI,eco green park,eco green park
POI,eco green park,kantor kelurahan malaka sari
POI,btn cabalu,btn cabalu
POI,griya anugerah abadi,griya anugerah abadi
POI,griya anugerah abadi,dont tell mama
POI,griya anugerah abadi,rumah z.h
POI,griya anugerah abadi,toko bu sol
POI,dian property,dian property
POI,dian property,sto telkom gambir
POI,dian property,sgc 2
POI,toko irama mas,toko irama mas
POI,puncak mulya,puncak mulya
POI,bakso bumi ayu,bakso bumi ayu
POI,3g cell,3g cell
POI,kampung akuarium,kampung akuarium
POI,sopo del tower,sopo del tower
POI,kos kampus,kos kampus
POI,ud eeng bin salam,ud eeng bin salam
POI,cibis nine,cibis nine
POI,warung makan idola,warung makan idola
POI,barberbar,barberbar
POI,terminal terpadu merak,terminal terpadu merak
POI,lubuk paraku,lubuk paraku
POI,parit masigi,parit masigi
POI,nerada estate,nerada estate
POI,ahli gigi,ahli gigi
POI,lapangan desa gumingsir,lapangan desa gumingsir
POI,pasar pagi,bca samarinda
POI,perumahan griya parahita,perumahan griya parahita
POI,green bay,green bay
POI,green bay,tahu gimbal pak polo
POI,tpa nurul qoryah,tpa nurul qoryah
POI,perumahan sambirejo park,perumahan sambirejo park
POI,tb gilang jaya-ho,tb gilang jaya-ho
POI,tb gilang jaya-ho,dispenda samsat barat
POI,asrama mahasiswa its,asrama mahasiswa its
POI,asrama mahasiswa its,hukma photo
POI,bubur ayam senja,bubur ayam senja
POI,ratu juice,ratu juice
POI,multi karya cemerlang,multi karya cemerlang
POI,pondok jaya,pondok jaya
POI,gardenia park,gardenia park
POI,gardenia park,sma n 1
POI,taman ketapang,taman ketapang
POI,taman ketapang,distributor buah wahyu tri
POI,ud. putra hasil laut,ud. putra hasil laut
POI,bengawan sport & music,bengawan sport & music
POI,angkringan dan coffee pak dhe,angkringan dan coffee pak dhe
POI,stasiun tenjo,stasiun tenjo
POI,toko multi jaya,toko multi jaya
POI,rafles hills,rafles hills
POI,ruci cell,ruci cell
POI,ruci cell,kantor lurah pasar baru
POI,shr car wash,shr car wash
POI,v cell,v cell
POI,mie ayam setyo roso,mie ayam setyo roso
POI,gedung keuangan negara,gedung keuangan negara i
POI,reddoorz,reddoorz near
POI,stasiun cerme,stasiun cerme
POI,stasiun cerme,beji kel.
POI,duta coms,duta coms
POI,pja pesantren,pja pesantren
POI,d'amerta residence,d'amerta residence
POI,toko dua,toko dua jago
POI,gusti putu darmika,gusti putu darmika
POI,gusti putu darmika,jans permono
POI,toko cipta mulia,toko cipta mulia
POI,perumahan griya safira,perumahan griya safira
POI,teras country residence,teras country residence
POI,air minum isi ulang am baroka,air minum isi ulang am baroka
POI,perumahan sari bumi indah,perumahan sari bumi indah
POI,lanud husein,mess jatayu lanud
POI,grha karya jody,grha karya jody
POI,pelangi,pelangi
POI,pelangi,latifah widyaningsih
POI,kurnia luwuk sejati pt,kurnia luwuk sejati pt
POI,warung tenda samira,warung tenda samira
POI,toko intan,toko intan
POI,toko intan,bela bank bri
POI,perumahan bumi asri,perumahan bumi asri
POI,toko rahayu,toko rahayu
POI,toko rahayu,taman kota intan
POI,asrama kodim,asrama kodim
POI,kedai kopi pawon,kedai kopi pawon
POI,cluster intan,cluster intan
POI,cluster intan,perumahan griya indah no 8
POI,transport,transport
POI,allstate abadi agency,allstate abadi agency
POI,budi cellular,budi cellular
POI,jembatan kali kuning,jembatan kali kuning
POI,tambang ayam,tambang ayam
POI,tambang ayam,piscok lumer
POI,kurnia motor patar,kurnia motor
POI,restu ibu karya bakti,restu ibu
POI,maskot bird farm,maskot bird farm
POI,atm bni robatal,atm bni robatal
POI,taman ribang gale,taman ribang gale
POI,taman ribang gale,next clotes
POI,toko h saman,toko h saman
POI,tirta photo copy,tirta photo copy
POI,lapangan mancasan,lapangan mancasan
POI,semprul motor,semprul motor
POI,pd jaya sama,pd jaya sama
POI,ruko de castello,ruko de castello
POI,egha,egha
POI,oucha cafe dewi sri,oucha cafe dewi sri
POI,de danna residence,de danna residence
POI,nur,nur
POI,grand duta,grand duta
POI,fandy,fandy
POI,wisma monex,wisma monex
POI,tambang ayam,tambang ayam
POI,ud . karya sari,ud . karya sari
POI,toko kelontong dan pulsa apk,toko kelontong dan pulsa apk
POI,perumahan bumi cipta laras,perumahan bumi cipta laras
POI,ud amelia,ud amelia
POI,terminal daya,terminal daya
POI,perum nuwou sriwijaya permai,perum nuwou sriwijaya permai
POI,toko we care herman,toko we care
POI,nirwana juice,nirwana juice
POI,perum lentera,perum lentera
POI,bandar udara sentani,bandar udara sentani
POI,jaya mobil,jaya mobil
POI,merdeka walk,merdeka walk
POI,lapangan merdeka kotagajah,lapangan merdeka kotagajah
POI,lapangan merdeka kotagajah,ud. malem teta
POI,sinar laut motor,sinar laut motor
POI,apotek doa restu,apotek doa restu
POI,mimi laundry,mimi laundry
POI,komplek antasari perdana,komplek antasari perdana
POI,widya collection,widya collection
POI,pondok pinang center,pondok pinang center
POI,pondok pinang center,puspa susi
POI,jagongan kopi,jagongan kopi
POI,jagongan kopi,stadion jajag banyuwangi
POI,jagongan kopi,gunung duk
POI,jembatan cendrawasih,jembatan cendrawasih
POI,aquarius tours,aquarius tours
POI,taman bunga nusantara,taman bunga nusantara
POI,taman bunga nusantara,dbm cargo
POI,berkah ban,berkah ban
POI,karang agung ilir,jembatan ampera
POI,pom mini,pom mini
POI,pom mini,he qua
POI,pom mini,bpp pertanian
POI,pom mini,perumahan sari bumi indah
POI,plaza uny,plaza uny
POI,plaza uny,dpd partai nasdem
POI,wisma argo manunggal,wisma argo manunggal
POI,toko kayu,toko kayu
POI,berdikari,berdikari
POI,berdikari,apotek kimia farma cijerah pola
POI,restoran hakka,restoran hakka
POI,restoran hakka,sebelah ldii
POI,toko anais,toko anais
POI,inag bakar,inag bakar
POI,jembatan comal,jembatan comal
POI,kedai arba,kedai arba
POI,ksop sunda kelapa,ksop sunda kelapa
POI,ksop sunda kelapa,mizzar
POI,ayam geprek 22,ayam geprek 22
POI,sony,sony
POI,taman budaya tanggulangin,taman budaya tanggulangin
POI,perumahan griya andalusia,perumahan griya andalusia
POI,pasir muncang,pasir muncang
POI,pasir muncang,gajah jati interior
POI,kantor po lorena,po lorena
POI,ruko melia walk,ruko melia walk
POI,gpdi angkasa,gpdi angkasa
POI,taman ronggolawe,taman ronggolawe
POI,masjid nuriman,masjid nuriman
POI,masjid nuriman,scoob
POI,komplek griya inti sentosa,komplek griya inti sentosa
POI,gunung picung,gunung picung
POI,aqila laundry,aqila laundry
POI,solo,paryanti
POI,solo,kopi sembunyi
POI,ambarketawang cuci mobil,cuci mobil
POI,mie ayam baso mas joko,mie ayam baso mas joko
POI,perumahan kim,perumahan kim lipi
POI,lestari residence,lestari residence
POI,mt al hidayah,mt al hidayah
POI,btr 3,btr 3 cluster malachite
POI,cornelia residence,cornelia residence
POI,perum pondok bumi gemilang,perum pondok bumi gemilang
POI,grateful shop,grateful shop
POI,grateful shop,sps pala
POI,daman putra ud,daman putra ud
POI,ruang staff,bojong indah
POI,jembatan tanggem,jembatan tanggem
POI,jembatan tanggem,pureit dealer
POI,pawon eyang,pawon eyang
POI,rumah makan alohaseafood,pantai sigandu
POI,warung mega putri 2,warung mega putri 2
POI,alun-alun bayongbong,alun-alun bayongbong
POI,bank rakyat indonesia,bank rakyat indonesia
POI,one wolter place,one wolter place
POI,btn hamzy,btn hamzy
POI,btn hamzy,kios aldy
POI,btn hamzy,pasar perumnas
POI,sasak pengki,sasak pengki
POI,notaris eva diliana sh.mkn,notaris eva diliana sh.mkn
POI,toko arzi,toko arzi
POI,asrama tni ad,asrama tni ad
POI,ruko mutiara plaza,mutiara plaza
POI,baso sehat cihanjuang,baso sehat cihanjuang
POI,wonogondo kel.,wonogondo kel.
POI,komplek graha,komplek graha
POI,tk yaa bunayya,tk yaa bunayya
POI,cool spa,cool spa
POI,cool spa,kantor taman a9
POI,wahyudi,henry wahyudi
POI,girimarto parni,parni
POI,lotek nilis,lotek nilis
POI,warung kopi mifa,warung kopi mifa
POI,btn kolam,btn kolam
POI,btn kolam,posyandu erma
POI,btn kolam,ayam bakar nyi iteung
POI,square 2nd floor,seminyak square 2nd floor
POI,terminal indihiang,terminal indihiang
