entity,predict,output
POI,sasak pengki,sasak pengki
POI,notaris eva diliana sh.mkn,notaris eva diliana sh.mkn
POI,toko arzi,toko arzi
POI,asrama tni ad,asrama tni ad
POI,pt. bank cimbniaga,mutiara plaza
POI,baso sehat cihanjuang,baso sehat cihanjuang
POI,wonogondo kel.,wonogondo kel.
POI,komplek graha,komplek graha
POI,tk yaa bunayya,tk yaa bunayya
POI,cool spa,cool spa
POI,kantor taman a9,kantor taman a9
POI,henry wahyudi,henry wahyudi
POI,girimarto parni,parni
POI,lotek nilis,lotek nilis
POI,warung kopi mifa,warung kopi mifa
POI,btn kolam,btn kolam
POI,posyandu erma,posyandu erma
POI,ayam bakar nyi iteung,ayam bakar nyi iteung
POI,seminyak square 2nd floor,seminyak square 2nd floor
POI,terminal indihiang,terminal indihiang
POI,tahu jeletot taisi,tahu jeletot taisi
POI,olga cell,olga cell
POI,ud. khodijah,ud. khodijah
POI,desa ngrami,desa ngrami
POI,toko asep marjuki,toko asep marjuki
POI,cv bukit jaya steel,cv bukit jaya steel
POI,puri laundry,puri laundry
POI,perumahan puri saujana 2,perumahan puri saujana 2
POI,herry salon,herry salon
POI,batik tafe,batik tafe
POI,masegara salon,masegara salon
POI,sd sarin rare,sd sarin rare
POI,komplek sejati,komplek sejati
POI,gedung pbnu,gedung pbnu
POI,western union,western union
POI,restoran sederhana bintaro,restoran sederhana bintaro
POI,stasiun tanjung barat,stasiun tanjung barat
POI,bina sarana informatika,bina sarana informatika
POI,kuala kel.,kuala kel.
POI,pt mitra kita travel,pt mitra kita travel
POI,mjc cell,mjc cell
POI,smp pgri 1,smp pgri 1 natar
POI,komplek majapahit permai,komplek majapahit permai
POI,es cepot,es cepot
POI,ciburuy agro mandala,agro mandala
POI,bandar tinggi,bandar tinggi
POI,sun life financial,sun life financial
POI,toko cengkir putera,toko cengkir putera
POI,kampung lisung uyut,kampung lisung uyut
POI,yabika,yabika kutruk jambe
POI,tunjung ketug,tunjung ketug
POI,cuci mobil motor,cuci mobil motor
POI,mitra bukalapak toko pojok 86,mitra bukalapak toko pojok 86
POI,danau melintang,jembatan ulin
POI,taman,taman gajah mada
POI,ud mitra usaha,ud mitra usaha
POI,perum cijerah,perum cijerah
POI,toko spare part motor,toko spare part motor
POI,cantik genit,cantik genit
POI,qolbu celluular,qolbu celluular
POI,rukan taman mer,pt. makro prima pangan utama
POI,warung makan barokah,warung makan barokah
POI,anita bags,anita bags
POI,kota tegal bahari,"kota tegal bahari, jawa tengah, indonesia"
POI,simpang kayu besar tnjong,simpang kayu besar
POI,pasar buku wilis,pasar buku wilis
POI,diamond golden,diamond golden
POI,terminal pakusari,terminal pakusari
POI,stasiun kaliwungu,stasiun kaliwungu
POI,gedung giant diponegoro.sby,giant diponegoro
POI,pondok bakwan malang cak hendy,pondok bakwan malang cak hendy
POI,gg.parit masigi,parit masigi
POI,sumur bor,sumur bor
POI,mega electric,mega electric
POI,lalu maskura,lalu maskura
POI,pasar sambam,pasar sambam
POI,puskesmas,puskesmas
POI,kawasan industri,"kawasan industri, mm 2100"
POI,pasar ulekan,pasar ulekan
POI,raflesis osmosis toko,raflesis osmosis toko
POI,wisata bukit mas 2,grand palais
POI,kementrian agama,kementrian agama
POI,hari wibowo,hari wibowo
POI,ud anita,ud anita
POI,sil merch,sil merch
POI,pangkas rambut mahkota,pangkas rambut mahkota
POI,toko 3 dara ene,toko 3 dara
POI,visi,visi
POI,nsc finance,nsc finance
POI,mantang,mantang
POI,vandi cell,vandi cell
POI,mushola nurul huda,mushola nurul huda
POI,cluster trio blunyahrejo,cluster trio blunyahrejo
POI,warmindo pak arkim,warmindo pak arkim
POI,atalla cell,atalla cell
POI,pakuwojo baru toko,pakuwojo baru toko
POI,sederhana.terminal terpadu merak,terminal terpadu merak
POI,taman caribbean,taman caribbean
POI,sumur bor,sumur bor
POI,ibu hj djoko,ibu hj djoko
POI,martabak fajar,martabak fajar
POI,tk noor lela,tk noor lela
POI,kurniawan,kurniawan
POI,ciketing royal village,ciketing royal village
POI,figha fashion,figha fashion
POI,tb calagenreng,tb calagenreng
POI,rm gemilang,rm gemilang
POI,risma accecories,risma accecories
POI,"tugu pers murni),kel.rajawali",tugu pers
POI,kompleks tata satu indah,kompleks tata satu indah
POI,la vida loca,la vida loca
POI,bank rakyat indonesia,bank rakyat indonesia
POI,perumahan pitik residence,perumahan pitik residence
POI,bung karno,bung karno
POI,perumahan pcc asri,perumahan pcc asri
POI,ayam geprek 168 joglo,ayam geprek 168 joglo
POI,m&m realty,m&m realty
POI,ryuka susu-ho,ryuka susu-ho
POI,pangkas,pangkas
POI,toko corda,toko corda
POI,gedung pgmta lama,blok a
POI,terminal bunder,terminal bunder
POI,niuw cafe & resto,niuw cafe & resto
POI,selopanggung kel.,selopanggung kel.
POI,taman bunga nusantara,taman bunga nusantara
POI,sma al hasanah,sma al hasanah
POI,musholla nurul huda,musholla nurul huda
POI,stasiun sasaksaat,stasiun sasaksaat
POI,teras country residence,teras country residence
POI,warkop mat pelor,warkop mat pelor
POI,sinar baru motor,sinar baru motor
POI,lapangan voli,lapangan voli blok 4 joho
POI,samping rumah sakit unismu 50,bundaran samata
POI,dunlop,dunlop
POI,tower ii,tower ii
POI,asia baru toko,asia baru toko
POI,taman bhagawan,taman bhagawan
POI,perumahan de diandra land,perumahan de diandra land
POI,timlezt cell,timlezt cell
POI,sd negeri kemasan 03,sd negeri kemasan 03
POI,toko jam je one,toko jam je one
POI,perum griya praja,perum griya praja
POI,niman,niman
POI,stasiun gambringan,stasiun gambringan
POI,terminal jajag,terminal jajag
POI,pintu tol cijago,pintu tol cijago
POI,sahabat,sahabat
POI,ud andik,ud andik
POI,talago gunuang,talago gunuang
POI,z dan r stocklot,z dan r stocklot branded
POI,vivie,vivie
POI,toko bawean,toko bawean
POI,menara bandung digital valley,menara bandung digital valley
POI,western union,western union
POI,lingkungan tiangnam,taman tiangnam
POI,taman tiangnam,taman tiangnam
POI,tyopotret,tyopotret
POI,jembatan 3 yebrang,jembatan 3
POI,bakso barokah bu oneng,bakso barokah bu oneng
POI,-rengel subur motor variasi,subur motor variasi
POI,toko fia,toko fia
POI,sewa mobil,sewa mobil
POI,aisyah,aisyah
POI,singapore station,singapore station
POI,taman elektrik,taman elektrik
POI,puskesmas pasie,puskesmas pasie raya
POI,yuke ikan,yuke
POI,primafood internationa,primafood internationa
POI,samurai paint - gaya motor,samurai paint - gaya motor
POI,taman bunga cibulakan ciptagumati,taman bunga cibulakan
POI,tong tji,tong tji
POI,toko sinar mas perabot,toko sinar mas perabot
POI,bm cell,bm cell
POI,lelangon. cv,lelangon. cv
POI,wisma monex,wisma monex
POI,elok rumah makan,elok rumah makan
POI,toko amin,toko amin
POI,mesjid alfalah,desa anik
POI,btn kolam,btn kolam
POI,cv abc asia,cv abc asia
POI,pt. indograph bakti,pt. indograph bakti
POI,pintu 3 kebun raya bogor,pintu 3 kebun raya bogor
POI,junjunan dalam sharia guesthouse,junjunan dalam sharia guesthouse
POI,mts nuruh huda,mts nuruh huda
POI,goa santa maria,goa santa maria
POI,ayu spa & salon,ayu spa & salon
POI,town house,town house
POI,bojong indah,bojong indah
POI,toko cahya,toko cahya
POI,rptra flamboyan,rptra flamboyan
POI,terminal grogol lama,terminal grogol
POI,jp motor,jp motor
POI,sd negeri 9 badau,sd negeri 9 badau
POI,d cors balon,d cors balon
POI,cyber atma,cyber atma
POI,dokter iko medo,dokter iko
POI,sinar berlian,sinar berlian
POI,cv rizky lestari,cv rizky lestari
POI,taman kartini,taman kartini
POI,warung hany,warung hany
POI,kebun percobaan balittas muktiharjo,kebun percobaan balittas muktiharjo
POI,rs sentra medika cisalak,rs sentra medika
POI,robi apartment,robi apartment
POI,usaha kita toko,usaha kita toko
POI,nam auto care,nam auto care
POI,raftour travel,raftour travel
POI,majelis talim wa habsyi albusyra,majelis talim wa habsyi albusyra
POI,ayam kepruk,ayam kepruk
POI,toko citra mandiri,toko citra mandiri
POI,stasiun rogojampi,stasiun rogojampi
POI,watch club,watch club
POI,bakso pakuan mekar,bakso pakuan
POI,pasar senen,pasar senen
POI,blok ac,blok ac
POI,warteg bude,warteg bude
POI,graha sevilla,graha sevilla
POI,masjid amaliyah,masjid amaliyah
POI,tb 41,tb 41
POI,medan baik,medan baik
POI,warung kiara,warung kiara
POI,lalapan rojo roso,lalapan rojo roso
POI,roso,sewu roso
POI,cluster bumi tessa,cluster bumi tessa
POI,rd satay,rd satay
POI,mie ayam annur,mie ayam annur
POI,jembatan balirejo,jembatan balirejo
POI,bella cell,bella cell
POI,batuan gardu induk,gardu induk sumenep
POI,hari jaya electronic,hari jaya electronic
POI,lalonggasumeeto mts 3 konawe,mts 3 konawe
POI,amway,amway
POI,pasar leuwiliang,pasar leuwiliang
POI,graha busana pt,graha busana pt
POI,paud kb kasih sayang 2,paud kb kasih sayang 2
POI,bukit ayu sukadamai,bukit ayu sukadamai
POI,indagro inc pt,indagro inc pt
POI,sps tiana sari,sps tiana sari
POI,paradise resort,paradise resort
POI,jual jamu & degan ijo asli,jual jamu & degan ijo asli
POI,menuk,menuk
POI,bank mandiri,sk.2  1
POI,gundi,sukma
POI,gerbang permai,gerbang permai
POI,ghina,ghina
POI,toko cak nardi,toko cak nardi
POI,perumahan rindu serumpun,perumahan rindu serumpun
POI,esra cell,esra cell
POI,toko buku dan kitab beirut,toko buku dan kitab beirut
POI,warcom,warcom
POI,medan motor pancing,medan motor
POI,perum cijerah,perum cijerah
POI,pacing warung elltya,warung elltya
POI,sri gunting,sri gunting
POI,asta makmur,bhakti asta makmur
POI,pemuda,pemuda pancasila
POI,dinas tenaga kerja,dinas tenaga kerja
POI,my lady,my lady
POI,etnic house,etnic house
POI,pak wang,pak wang
POI,rusun albo,rusun albo
POI,salon massage gede,salon massage gede
POI,bandara city,bandara city
POI,ruko raden inten,ruko raden inten
POI,nicko fashion,nicko fashion
POI,taman palem lest,taman palem lest
POI,bmt al kautsar,bmt al kautsar
POI,pelabuhan soekarno hatta makassar,pelabuhan soekarno hatta makassar
POI,durian kadap 2,durian kadap 2
POI,bank sumut,sebelah bank
POI,ypk gbkp masehi namorambe,ypk gbkp masehi namorambe
POI,sartika 21,sartika 21
POI,dbox retail mal ambassador,dbox retail mal ambassador
POI,cluster acacia,cluster acacia
POI,mall semarang,paragon city mall
POI,kampung kandang sapi,lapangan sinom
POI,seroja,seroja
POI,diego optik,diego optik
POI,ud. amat sukur,ud. amat sukur
POI,merta nadi,merta nadi
POI,gbi kebon jeruk,gbi kebon jeruk
POI,mie ayam restu ibu,mie ayam restu ibu
POI,komplek bppt,komplek bppt
POI,mie ayam kodri,mie ayam kodri
POI,ristana motor,ristana motor
POI,acep,acep
POI,wisma aldiron,wisma aldiron
POI,bengkel las pak yoyo,bengkel las pak yoyo
POI,sma negeri 1,sma negeri 1
POI,lebak jero,lebak jero
POI,seblak khas ibu tris jawa tengah,seblak khas ibu tris jawa tengah
POI,perum kopti,perum kopti
POI,ud teguh aditya,ud teguh aditya
POI,dadap,dadap
POI,pak arif solo satay,pak arif solo satay
POI,mitra mandiri,mitra mandiri
POI,simpang siur,simpang siur
POI,toko asyifa,toko asyifa
POI,rth bajulmati bajulmati,rth bajulmati
POI,jembatan 2 rawalumbu,jembatan 2 rawalumbu
POI,al barkah carpets,al barkah carpets
POI,toko h hamli,toko h hamli
POI,komplek griya asri mandiri,komplek griya asri mandiri
POI,toko barokah,toko barokah
POI,gedung tempo,gedung tempo
POI,perumahan legok indah,perumahan legok indah
POI,green ville,green ville
POI,"kantor notaris & ppat damar susilowati, s.h.","kantor notaris & ppat damar susilowati, s.h."
POI,mulia laundry,mulia laundry
POI,plaza bri,plaza bri
POI,maju jaya,maju jaya
POI,masjid an nur,masjid an nur
POI,perum pondok bumi gemilang,perum pondok bumi gemilang
POI,dieng cell,dieng cell
POI,springfield international school,taman permata buana
POI,duta foto copy,duta foto copy
POI,tk ar risalah,tk ar risalah
POI,toko w3,toko w3
POI,perum cijerah,perum cijerah
POI,victory skin and hair beauty centre,victory skin and hair beauty centre
POI,gudang areng,gudang areng
POI,kumon indonesia - muara baru,kumon indonesia - muara baru
POI,evergreen townhouse,evergreen townhouse
POI,tambang ayam,tambang ayam
POI,gunting las,gunting las
POI,rptra anggrek bintaro,rptra anggrek bintaro
POI,toko erlis nasi,toko erlis
POI,stasiun tegineneng,stasiun tegineneng
POI,samping roya mart,samping roya mart
POI,ptpn viii kebun cibungur,ptpn viii kebun cibungur
POI,rm. natasya,rm. natasya
POI,transit cafe,transit cafe
POI,amir jaya motor,amir jaya motor
POI,cafe terrace,cafe terrace
POI,mifta kacamata lantai gf,jatinangor town square
POI,toko divya cibo,toko divya
POI,kebayoran villas,kebayoran villas
POI,ruko batacom,ruko batacom
POI,agen telur grosir cahaya,agen telur grosir cahaya
POI,bonita tour,bonita tour
POI,indomaret,indomaret
POI,rumah senyum kita,rumah senyum kita
POI,komplek depag,komplek depag
POI,kelvin ponselindo,kelvin ponselindo
POI,"sinar meubel, cv","sinar meubel, cv"
POI,sri ruani,sri ruani
POI,toko cahaya makmur,toko cahaya makmur
POI,taman mini indonesia indah,taman mini indonesia indah
POI,tk islam terpadu al-barkah,tk islam terpadu al-barkah
POI,lingkar,lingkar
POI,batik residence,batik residence
POI,bukit harapan kel.,bukit harapan kel.
POI,arka servis flores,arka servis
POI,delta elektronik,delta elektronik
POI,komplek bea cukai,komplek bea cukai
POI,depan hotel sahid mutiara,depan hotel sahid mutiara
POI,pratama karya. cv,pratama karya. cv
POI,perumahan negeri sakti persada,perumahan negeri sakti persada
POI,toko sidik pandu,toko sidik
POI,al-amin,al-amin
POI,warung kiara,warung kiara
POI,global mansion,global mansion
POI,kawasan industri,kawasan industri
POI,bakso pa'min,bakso pa'min
POI,gedung nindya,gedung nindya
POI,jurhan toko,jurhan toko
POI,falun dafa uday,falun dafa
POI,lebak jero,lebak jero
POI,rutinih,rutinih
POI,lippo village,lippo village
POI,griya mas matahari,griya mas matahari
POI,eka citra,eka citra
POI,cluster bellagio,cluster bellagio
POI,panorama building,panorama building
POI,office 38,office 38
POI,toko damar,toko damar
POI,smks bhinneka karya 2 andong,smks bhinneka karya 2 andong
POI,ciz n' chic,ciz n' chic
POI,perum indah,perum indah
POI,milanisti indonesia,milanisti indonesia
POI,hum audio 1 mbl,hum audio 1 mbl
POI,dekat batik semar,dekat batik semar
POI,graha situsari permai,graha situsari permai
POI,asri guest house,asri guest house
POI,astrio bina hasil. pt,astrio bina hasil. pt
POI,mama kenf,mama kenf
POI,tebing tinggi,tebing tinggi
POI,tpa darul ulum,tpa darul ulum
POI,warung kiara,warung kiara
POI,maju cafe & resto,maju cafe & resto
POI,cahaya las,cahaya las
POI,metro tanah abang,"lt. lg, pusat grosir metro tanah abang"
POI,kampung inggris,intense center
POI,sartini,sartini
POI,hma toko,hma toko
POI,pasir muncang,pasir muncang
POI,komplek naga intan,komplek naga intan
POI,perum griya maharaja,perum griya maharaja
POI,teracce,teracce
POI,karya panca sakti nugraha pt,karya panca sakti nugraha pt
POI,kavling pupuk kujang,kavling pupuk kujang
POI,kost pondok sejahtera,kost pondok sejahtera
POI,warung hanum,warung hanum
POI,salon & cuci motor,salon & cuci motor
POI,paud aribah,paud aribah
POI,mulyadi,mulyadi
POI,toko sinar jaya,toko sinar jaya
POI,bank tabungan negara,bank tabungan negara
POI,bali service,bali service
POI,kedoya elok plaza,kecamatan kebon jeruk
POI,fotocopy & atk,fotocopy & atk
POI,bungursari toko,bungursari toko
POI,warung rujak bu ayu,warung rujak bu ayu
POI,mitsu shoes,mitsu shoes
POI,kebayoran villas,kebayoran villas
POI,toko baru,toko baru
POI,warung mangga,warung mangga
POI,terminal rawasari,terminal rawasari
POI,stasiun sudimara,stasiun sudimara
POI,cluster mustika asri,cluster mustika asri
POI,green sentul residence,green sentul residence
POI,green bay,green bay
POI,bank bni syariah. pt,bank bni syariah. pt
POI,basuo juo masakan padang,basuo juo masakan padang
POI,akupresur besaudara,akupresur besaudara
POI,teras rumpi sari barat,teras rumpi
POI,jitu cell,jitu cell
POI,batik jogya toko,batik jogya toko
POI,zahrah,zahrah
POI,retah art,retah art
POI,terminal bubulak,terminal bubulak
POI,banjar dinas kawanan,banjar dinas kawanan
POI,bandara city,bandara city
POI,pondok karya agung,pondok karya agung
POI,nanggewer depan pet shop,"depan pet shop, desa nangg kaum"
POI,cluster lavesh,cluster lavesh
POI,kub bina karya,kub bina karya
POI,kum cell,kum cell
POI,toko kuala jaya,toko kuala jaya
POI,rizki obras,rizki obras
POI,pasar kembang surabaya,pasar kembang surabaya
POI,warung ema atit,warung ema atit
POI,toko gunawan,toko gunawan
POI,zahra cell,zahra cell
POI,norma duta utama pt,norma duta utama pt
POI,taman fatmawati,taman fatmawati
POI,ayong elektronik,ayong elektronik
POI,alan bromo,villa gunung lestari
POI,villa gunung lestari,villa gunung lestari
POI,purnama motor,purnama motor
POI,suci stokis hpa,stokis hpa
POI,bin raya,pfm raya binong
POI,tk bhakti,tk bhakti
POI,toko sinar abadi,toko sinar abadi
POI,rayana,rayana
POI,taqwa sablon,taqwa sablon
POI,sri sukesti,sri sukesti
POI,nia cell,nia cell
POI,sekar mandiri,sekar mandiri
POI,toko akena,toko akena perabot
POI,ec computer,samping hotel 95
POI,murani,murani
POI,perum citra permata sakinah,perum citra permata sakinah
POI,fajar jaya,fajar jaya
POI,agen fresh soya,agen fresh soya
POI,pasar rumput)kel.pasar manggis,pasar rumput
POI,pertigaan cedang,pertigaan cedang
POI,brimob pulau riau,satuan brimob
POI,toko rejo,toko rejo
POI,perumahan indah sejahtera 4,perumahan indah sejahtera 4
POI,asrama tni ad,asrama tni ad
POI,tugu purba,tugu purba
POI,warung nasi bu tamin,warung nasi bu tamin
POI,cafe mak iday,cafe mak iday
POI,imtaq kost,imtaq kost
POI,stasiun pabuaran,stasiun pabuaran
POI,warung makan b.o,warung makan b.o
POI,warnas alfin jaya,kampus ipb dramaga bogor
POI,tom steak and spaghetti,tom steak and spaghetti
POI,homestay gili lampu,homestay gili lampu
POI,kapasa pegadaian,pegadaian
POI,tpu basmol,tpu basmol
POI,taman tridaya indah 2,taman tridaya indah
POI,paradise resort,paradise resort
POI,simpang tangkit,simpang tangkit
POI,kedai chinku,kampung baru tebing
POI,kampung baru tebing,kampung baru tebing
POI,simas lend lease life pt,simas lend lease life pt
POI,perumahan golden land,perumahan golden land
POI,jembatan lungau,jembatan lungau
POI,lapangan karangpucung,lapangan karangpucung
POI,brug menceng,brug menceng
POI,cutting sticker,blessing cutting sticker
POI,jembatan merah,jembatan merah
POI,perum fajar gedongan,perum fajar gedongan
POI,wb ii,lapangan mancasan
POI,agen gas,agen gas
POI,toko damar,toko damar
POI,smp negeri 8 lamba,smp negeri 8 lamba leda
POI,city photo,city photo
POI,kahuripan residence,kahuripan residence
POI,palm spring regency,palm spring regency
POI,fina olshop,fina olshop
POI,warung mbak umi,warung mbak umi
POI,toko new makmur,toko new makmur
POI,bendungan hilir,bendungan hilir
POI,ahli gigi toko,ahli gigi toko
POI,toko seno snack,toko seno snack
POI,sekaran depan mipa unnes,depan mipa unnes
POI,kiky,kiky
POI,paradise resort,paradise resort
POI,bakso,bakso
POI,basecamp anom,basecamp anom
POI,kedai kopi,kedai kopi
POI,spbu,spbu jl jenderal soedirman
POI,komplek cigadung greenland,komplek cigadung greenland
POI,penginapan kurnia joglo cianjur,taman joglo
POI,maros h. rita,h. rita
POI,perum griya kencana,perum griya kencana
POI,ruko sabar ganda,ruko sabar ganda
POI,wrm bebek dan ayam,wrm bebek dan ayam
POI,teddy house,teddy house
POI,toko ana,toko ana
POI,ud usaha kita,ud usaha kita
POI,mie ayam idola,mie ayam idola
POI,eyza print,eyza print
POI,depot kangen water,depot kangen water
POI,lanud atang sendjaja,lanud atang sendjaja
POI,kantor basarnas baubau sulaa,kantor basarnas baubau
POI,wisata bukit mas 2,wisata bukit mas 2
POI,nasyani,nasyani
POI,pasar andir,pasar andir
POI,ponpes riyadlul ulum sukasirna,ponpes riyadlul ulum
POI,dua putri,dua putri
POI,lapangan tenis,lapangan tenis
POI,toko lotus,toko lotus
POI,center asrama putra,center asrama putra
POI,munjul kel.,munjul kel.
POI,toko tarape,toko tarape
POI,makmur pd,makmur pd
POI,harapan mulya,saung sultan
POI,tiara bunda,tiara bunda
POI,bandara tambolaka,bandara tambolaka
POI,auto car new apllo mtr,auto car new apllo mtr
POI,win computer,win computer
POI,kilang padi mutiara jaya,kilang padi
POI,fatra gym,fatra gym
POI,the edge superblock apartment,the edge superblock apartment
POI,am. masakan khas semarang,am. masakan khas semarang
POI,sinar toko p & d,sinar toko p & d
POI,warung . dpan rumh kak tarya,warung . dpan rumh kak tarya
POI,toko gaten,toko gaten
POI,plaza bri,plaza bri
POI,dokter er permana,dokter er permana
POI,terminal cileungsi,terminal cileungsi
POI,simpang 4 rsud,simpang 4 rsud
POI,toko wahyu asih,toko wahyu asih
POI,zuriyanli salon,zuriyanli salon
POI,green garden,green garden
POI,toilet perempuan,toilet perempuan
POI,toko madju djaya,toko madju djaya
POI,toko aria jaya,toko aria jaya
POI,taman tamora,taman tamora
POI,lurik bu siti,lurik bu siti
POI,aneka wallpaper,aneka wallpaper
POI,komplek burung,komplek burung
POI,kios degan bakar,kios degan bakar
POI,wahyu gypsum,wahyu gypsum
POI,karangsatu ares cell,ares cell
POI,griya mas matahari,griya mas matahari
POI,sai tech. pt,sai tech. pt
POI,d arash yoga,d arash yoga
POI,bakso bang yusup,bakso bang yusup
POI,perumahan cba new gold estate,perumahan cba new gold
POI,geprek pro,geprek pro milksh
POI,pasar,pasar
POI,hilda collections,hilda collections
POI,taman simpang kandis,taman simpang kandis
POI,toko samir,toko samir
POI,total buah segar,total buah segar
POI,heavenland park,heavenland park
POI,kompleks taman sari,kompleks taman sari gunongan
POI,rusun cinta kasih tzu chi,rusun cinta kasih tzu chi
POI,pelabuhan patimban pusakanagara,pelabuhan patimban
POI,nuri,nuri kakatua
POI,toko prima freshmart,toko prima freshmart
POI,toko kaca alumunium,toko kaca alumunium
POI,warung makan mbak pipin,warung makan mbak pipin
POI,gedung k9 pasca sarjana,gedung k9 pasca sarjana unesa
POI,solaria naga swalayan,solaria naga swalayan
POI,aura net,aura net
POI,percetakan gendis,percetakan gendis
POI,ud. elinda,ud. elinda
POI,lapangan merdeka,lapangan merdeka
POI,komplek poj,komplek poj
POI,mica fashion,mica fashion
POI,pangkalan pasir,pangkalan pasir
POI,btn puri,btn puri
POI,toko atika,toko atika
POI,toko pakan burung,toko pakan burung
POI,pt. fajar wisata,pt. fajar wisata
POI,tbs thai tea,tbs thai tea
POI,sungguminasa,basithu
POI,perumahan roswood garden,perumahan roswood garden
POI,toko virya,toko virya
POI,aek kanopan,aek kanopan
POI,kios yusni,kios yusni
POI,as pd anisa,as pd anisa
POI,ra mahmudah,ra mahmudah
POI,cipta daya fajar cv,cipta daya fajar cv
POI,alami jaya pt,alami jaya pt
POI,ud. jaya abadi,ud. jaya abadi
POI,pintu 3 kebun raya bogor,pintu 3 kebun raya bogor
POI,dho design,dho design
POI,citra villa,citra villa
POI,terminal terpadu merak,terminal terpadu merak
POI,toko sofie shop,toko sofie shop
POI,indomaret,indomaret
POI,r.o.t fashion,r.o.t fashion
POI,sd negeri 4 banjarsari,sd negeri 4 banjarsari
POI,havi store - rumah yang tingkat,rumah yang tingkat
POI,ranch market,ranch market
POI,dokter irwan haris sp pd,dokter irwan haris sp pd
POI,resto semarang,resto semarang
POI,idm txas,idm txas
POI,jembatan beli,jembatan beli
POI,tamalanrea jaya bichos,bichos
POI,sei ladi,sei ladi
POI,lapangan merdeka way jepara,lapangan merdeka way jepara
POI,pasar enjo,pasar enjo
POI,karya bandaraksa. cv,karya bandaraksa. cv
POI,kawasan bintang puspita dwi karya,kawasan bintang puspita dwi karya
POI,rm siang malam,rm siang malam
POI,aspol spn,aspol spn
POI,kpad pindad selatan,kpad pindad selatan
POI,perumahan bayur sarana indah,perumahan bayur sarana indah
POI,perumahan bayur sarana indah,perumahan bayur sarana indah
POI,superkue cake & bakery,superkue cake & bakery
POI,area transmart,area transmart
POI,bank mayapada,bank mayapada
POI,masjid al mislimin,masjid al mislimin
POI,surabaya putra ban,surabaya putra ban
POI,bakso dan mie ayam hn,bakso dan mie ayam hn
POI,btn kolam,btn kolam
POI,fahri cell,fahri cell
POI,mi swasta kaum,mi swasta kaum
POI,menu,menu
POI,family jaket kulit,family jaket kulit
POI,milli phone,milli phone
POI,taman kanak-kanak (tk) tejorini,taman kanak-kanak (tk) tejorini 1
POI,way tuba,way tuba
POI,buperta cibubur,buperta cibubur
POI,india tekstil,india tekstil
POI,palm spring regency,palm spring regency
POI,sd negeri tegal sari,sd negeri tegal sari
POI,lapangan tubuma,lapangan tubuma
POI,pila & co,pila & co
POI,ambulans,ambulans gerindra
POI,water garden,water garden
POI,festive garden,festive garden
POI,pangkas ceria,suraji pangkas ceria
POI,jamur purwanto,jamur purwanto
POI,nadeen,nadeen
POI,pantai carnaval,pantai carnaval
POI,paud kupu-kupu mungil,paud kupu-kupu mungil
POI,rumah makan a-mei,rumah makan a-mei
POI,graha indah,graha indah
POI,rizqy malam,rizqy malam
POI,pecel lele marem,pecel lele marem
POI,zona kiev,taman krakatau zona kiev
POI,loke kel.,loke kel.
POI,griya kos noor laily (lt 2,griya kos noor laily
POI,erniez make up wedding treatment,erniez make up wedding treatment
POI,panhkas rambu top,panhkas rambu top gun
POI,tempel wirogunan,kali mambu
POI,pbm,pbm
POI,pluto hills residence,pluto hills residence
POI,perumahan magnolia,perumahan magnolia
POI,komplek griya nalar asri,komplek griya nalar asri
POI,masjid kiram,masjid kiram
POI,kost putra ibu weni,kost putra ibu weni
POI,golf lake residence,golf lake residence
POI,tanjung pasir,tanjung pasir
POI,roza,roza
POI,simpangan depok.rt,simpangan depok
POI,sumber mandiri medan ( www.sumbermandiri.com ),sumber mandiri medan ( www.sumbermandiri.com )
POI,didz kios,didz kios
POI,mi swasta darul ulum,mi swasta darul ulum
POI,perumahan wahana,perumahan wahana
POI,kantin acil ati linda,kantin acil ati linda
POI,burhan kios,burhan kios
POI,mutiara plaza,mutiara plaza
POI,cipta komunika,cipta komunika
POI,villa kelapa dua,villa kelapa dua
POI,electra,electra
POI,pipi computer,pipi computer
POI,asrama pusdikzi,asrama pusdikzi
POI,lion air group,lion air group
POI,scoop,scoop
POI,samarinda2,samarinda2
POI,amc kerudung,amc kerudung
POI,rth maron,rth maron
POI,mdt nurud dhalam,mdt nurud dhalam
POI,oto 63,oto 63
POI,depo air isi ulang mineral,depo air isi ulang mineral
POI,mustika hegar regency,mustika hegar regency
POI,warkop aspay 22,warkop aspay 22
POI,adennan meubel,adennan meubel
POI,kawasan industri,kawasan industri
POI,pasar grogol,pasar grogol
POI,tb fajar jaya,tb fajar jaya
POI,perumahan purnama deli,perumahan purnama deli
POI,kios h. ipin,kios h. ipin
POI,green bay,green bay
POI,d'hamonic,d'hamonic
POI,hormon marwadi,hormon marwadi
POI,kantin buk da,kantin buk da
POI,abuba,abuba
POI,spa.jln embong malang,gedung go skate
POI,ella hair,ella hair
POI,ilham juga,ilham juga
POI,toko h. irih,toko h. irih
POI,vini vidi vici,vini vidi vici
POI,sabana fried chicken,jembatan 3
POI,toko h. roji,toko h. roji
POI,adi jaya elektronik,adi jaya elektronik
POI,toko bunda,toko bunda
POI,salam babaris kel.,salam babaris kel.
POI,toko skipp,toko skipp
POI,samping mizan amanah & dhuafa,samping mizan amanah
POI,rental,rental
POI,sri toman,tanjung jabung timur
POI,bank central asia kedoya baru,bank central asia kedoya baru
POI,wisata kampung cai ranca upas,ranca upas
POI,pd. ungu,prima makmur
